Date,index,Municipality,FWI,FWI_index
2014-04-23,680413,126,19.3,4.0
2014-04-23,680415,128,17.8,4.0
2014-04-23,680418,140,17.533333333333335,4.0
2014-04-23,680419,163,19.0,4.0
2014-04-23,680420,180,19.3,4.0
2014-04-23,680422,182,17.5,4.0
2014-04-23,680446,513,18.919999999999998,4.0
2014-04-23,680457,604,18.033333333333335,4.0
2014-04-23,680458,617,18.75,4.0
2014-04-23,680465,683,18.254545454545454,4.0
2014-04-23,680469,687,18.275,4.0
2014-04-23,680488,884,18.54,4.0
2014-04-24,680694,126,19.4,4.0
2014-04-24,680696,128,19.0,4.0
2014-04-24,680699,140,19.900000000000002,4.0
2014-04-24,680700,163,19.1,4.0
2014-04-24,680701,180,19.2,4.0
2014-04-24,680723,486,18.285714285714285,4.0
2014-04-24,680737,586,20.22,4.0
2014-04-24,680843,1472,18.65,4.0
2014-04-24,680844,1473,18.214285714285715,4.0
2014-04-24,680882,1861,18.45,4.0
2014-04-24,680887,1881,19.5,4.0
2014-04-24,680888,1882,19.72222222222222,4.0
2014-04-25,680975,126,17.3,4.0
2014-04-26,681256,126,17.9,4.0
2014-04-26,681258,128,17.0,4.0
2014-04-26,681262,163,18.3,4.0
2014-04-26,681318,767,19.5,4.0
2014-04-26,681344,1257,19.4,4.0
2014-04-26,681353,1272,20.1,4.0
2014-04-26,681355,1275,17.2,4.0
2014-04-26,681373,1381,18.55,4.0
2014-04-26,681378,1402,17.1,4.0
2014-04-26,681391,1443,18.2,4.0
2014-04-27,681537,126,20.0,4.0
2014-04-27,681538,127,17.1,4.0
2014-04-27,681539,128,17.9,4.0
2014-04-27,681542,140,17.599999999999998,4.0
2014-04-27,681543,163,19.0,4.0
2014-04-27,681544,180,20.4,4.5
2014-04-27,681546,182,18.7,4.0
2014-04-27,681547,187,18.25,4.0
2014-04-27,681560,461,17.625,4.0
2014-04-27,681582,617,18.4,4.0
2014-04-27,681585,662,18.11,4.0
2014-04-27,681600,780,18.457142857142856,4.0
2014-04-27,681605,860,18.72,4.0
2014-04-27,681617,1081,19.9625,4.125
2014-04-27,681620,1214,17.400000000000002,4.0
2014-04-27,681621,1230,19.0,4.0
2014-04-27,681622,1231,20.6,4.0
2014-04-27,681628,1263,18.55,4.0
2014-04-27,681630,1265,18.52,4.0
2014-04-27,681632,1267,17.7,4.0
2014-04-27,681634,1272,23.6,5.0
2014-04-27,681636,1275,17.3,4.0
2014-04-27,681641,1281,19.175,4.0
2014-04-27,681645,1285,19.2,4.0
2014-04-27,681672,1443,17.1,4.0
2014-04-27,681683,1466,17.833333333333332,4.0
2014-04-27,681730,1881,17.2,4.0
2014-04-28,681814,115,24.425,5.0
2014-04-28,681817,125,21.2,4.5
2014-04-28,681818,126,25.6,5.0
2014-04-28,681819,127,18.6,4.0
2014-04-28,681820,128,22.6,5.0
2014-04-28,681822,139,20.833333333333332,4.333333333333333
2014-04-28,681823,140,23.2,4.666666666666667
2014-04-28,681824,163,27.6,5.0
2014-04-28,681825,180,29.3,5.5
2014-04-28,681826,181,19.1,4.0
2014-04-28,681827,182,23.9,5.0
2014-04-28,681828,187,25.1,5.0
2014-04-28,681830,191,24.933333333333334,5.0
2014-04-28,681832,305,26.049999999999997,5.0
2014-04-28,681834,330,23.8,5.0
2014-04-28,681835,331,21.245454545454546,4.0
2014-04-28,681837,380,22.2,4.473684210526316
2014-04-28,681838,381,22.977777777777778,4.888888888888889
2014-04-28,681840,428,21.65,4.5
2014-04-28,681841,461,22.15,4.5
2014-04-28,681844,482,22.95,4.75
2014-04-28,681845,483,23.54,4.8
2014-04-28,681846,484,24.558333333333334,4.833333333333333
2014-04-28,681847,486,25.642857142857142,5.142857142857143
2014-04-28,681851,513,20.16,4.0
2014-04-28,681853,561,20.083333333333332,4.0
2014-04-28,681854,562,22.255555555555556,4.666666666666667
2014-04-28,681856,580,19.8,4.0
2014-04-28,681857,581,19.125,4.0
2014-04-28,681858,582,19.014285714285712,4.0
2014-04-28,681861,586,19.98,4.0
2014-04-28,681862,604,17.766666666666666,4.0
2014-04-28,681863,617,20.475,4.0
2014-04-28,681866,662,19.94,4.1
