Date,index,Municipality,FWI,FWI_index
2001-05-08,61394,187,18.55,4.0
2001-05-09,61659,115,19.65,4.0
2001-05-09,61662,125,19.625,4.0
2001-05-09,61663,126,19.9,4.0
2001-05-09,61669,163,20.2,4.0
2001-05-09,61670,180,20.3,4.0
2001-05-09,61672,182,20.7,4.0
2001-05-09,61673,187,22.4,4.5
2001-05-09,61793,1440,23.049999999999997,5.0
2001-05-09,61794,1441,22.15,4.5
2001-05-09,61796,1443,19.8,4.0
2001-05-09,61804,1462,23.9,5.0
2001-05-09,61816,1485,24.25,5.0
2001-05-09,61819,1488,22.375,4.5
2001-05-09,61820,1489,19.660000000000004,4.0
2001-05-10,61938,115,20.4,4.0
2001-05-10,61941,125,22.775,4.75
2001-05-10,61942,126,23.1,5.0
2001-05-10,61943,127,17.9,4.0
2001-05-10,61944,128,20.4,4.0
2001-05-10,61946,139,20.5,4.0
2001-05-10,61947,140,18.53333333333333,4.0
2001-05-10,61948,163,21.9,4.0
2001-05-10,61949,180,22.700000000000003,5.0
2001-05-10,61951,182,21.7,4.0
2001-05-10,61952,187,22.950000000000003,5.0
2001-05-10,61954,191,19.3,4.0
2001-05-10,61969,486,17.914285714285715,4.0
2001-05-10,62072,1440,19.25,4.0
2001-05-10,62073,1441,18.75,4.0
2001-05-10,62075,1443,18.0,4.0
2001-05-10,62083,1462,19.0,4.0
2001-05-10,62095,1485,19.925,4.0
2001-05-10,62098,1488,19.025,4.0
2001-05-10,62174,2262,19.642857142857142,4.0
2001-05-11,62221,126,17.9,4.0
2001-05-11,62230,182,17.1,4.0
2001-05-11,62231,187,17.95,4.0
2001-05-11,62277,761,18.7,4.0
2001-05-11,62278,763,19.19,4.0
2001-05-11,62284,821,19.900000000000002,4.142857142857143
2001-05-11,62285,834,21.675,4.5
2001-05-11,62289,862,21.41428571428571,4.428571428571429
2001-05-11,62290,880,20.145454545454545,4.181818181818182
2001-05-11,62291,881,22.65,4.875
2001-05-11,62306,1256,17.8,4.0
2001-05-11,62317,1273,17.54,4.0
2001-05-11,62324,1282,17.733333333333334,4.0
2001-05-11,62325,1283,17.549999999999997,4.0
2001-05-11,62351,1440,18.65,4.0
2001-05-11,62352,1441,18.45,4.0
2001-05-11,62354,1443,17.6,4.0
2001-05-11,62362,1462,18.450000000000003,4.0
2001-05-11,62374,1485,18.6,4.0
2001-05-11,62377,1488,17.85,4.0
2001-05-12,62613,1315,17.9375,4.0
2001-05-12,62631,1441,18.2,4.0
2001-05-12,62633,1443,17.1,4.0
2001-05-13,62834,760,19.509090909090908,4.0
2001-05-13,62835,761,20.625,4.0
2001-05-13,62836,763,22.380000000000003,4.8
2001-05-13,62837,764,20.7375,4.125
2001-05-13,62838,765,22.457142857142856,4.857142857142857
2001-05-13,62839,767,20.200000000000003,4.0
2001-05-13,62840,780,20.178571428571427,4.071428571428571
2001-05-13,62841,781,20.72941176470588,4.0588235294117645
2001-05-13,62842,821,20.32857142857143,4.142857142857143
2001-05-13,62843,834,20.025,4.0
2001-05-13,62847,862,22.0,4.571428571428571
2001-05-13,62849,881,21.925,4.5
2001-05-13,62860,1214,18.933333333333334,4.0
2001-05-13,62861,1230,19.8,4.0
2001-05-13,62862,1231,19.3,4.0
2001-05-13,62864,1256,23.9,5.0
2001-05-13,62865,1257,18.95,4.0
2001-05-13,62866,1260,18.049999999999997,4.0
2001-05-13,62867,1261,21.7,4.5
2001-05-13,62868,1263,18.15,4.0
2001-05-13,62870,1265,20.740000000000002,4.0
2001-05-13,62871,1266,21.366666666666664,4.0
