Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2013-05-04,2013,1315,Hylte,3000,0.3,5,4,21.0625,4.375
2013-05-04,2013,180,Stockholm,40,0.004,5,4,21.0,4.5
2013-05-05,2013,180,Stockholm,3,0.0003,5,5,27.5,5.5
2013-05-05,2013,685,Vetlanda,150,0.015,5,5,19.876923076923074,4.076923076923077
2013-05-08,2013,180,Stockholm,2,0.0002,5,8,26.0,5.0
2013-05-12,2013,163,Sollentuna,5,0.0005,5,12,17.8,4.0
2013-05-13,2013,180,Stockholm,20,0.002,5,13,22.2,4.5
2013-05-17,2013,1292,Ängelholm,750,0.075,5,17,20.8,4.333333333333333
2013-05-18,2013,764,Alvesta,200,0.02,5,18,20.975,4.25
2013-05-18,2013,1275,Perstorp,1,0.0001,5,18,22.9,5.0
2013-05-18,2013,763,Tingsryd,16,0.0016,5,18,20.91,4.2
2013-05-26,2013,1980,Västerås,3,0.0003,5,26,26.522222222222226,5.111111111111111
2013-05-31,2013,2584,Kiruna,4,0.0004,5,31,20.927835051546392,4.252577319587629
2013-06-12,2013,1290,Kristianstad,3000,0.3,6,12,19.523076923076925,4.0
2013-06-29,2013,180,Stockholm,1,0.0001,6,29,23.65,4.5
2013-06-29,2013,180,Stockholm,10,0.001,6,29,23.65,4.5
2013-07-03,2013,191,Sigtuna,400,0.04,7,3,20.53333333333333,4.0
2013-07-04,2013,180,Stockholm,1,0.0001,7,4,18.9,4.0
2013-07-05,2013,126,Huddinge,1,0.0001,7,5,19.0,4.0
2013-07-06,2013,191,Sigtuna,60,0.006,7,6,20.866666666666667,4.0
2013-07-06,2013,180,Stockholm,5,0.0005,7,6,22.9,4.5
2013-07-07,2013,180,Stockholm,1,0.0001,7,7,31.0,6.0
2013-07-07,2013,180,Stockholm,2,0.0002,7,7,31.0,6.0
2013-07-07,2013,381,Enköping,6000,0.6,7,7,24.444444444444443,5.0
2013-07-08,2013,2180,Gävle,4,0.0004,7,8,19.68125,4.0
2013-07-08,2013,191,Sigtuna,20,0.002,7,8,26.600000000000005,5.0
2013-07-08,2013,181,Södertälje,10,0.001,7,8,26.3,5.4
2013-07-08,2013,180,Stockholm,1,0.0001,7,8,32.8,6.0
2013-07-09,2013,191,Sigtuna,10,0.001,7,9,31.733333333333334,6.0
2013-07-09,2013,2083,Hedemora,10000,1.0,7,9,26.075,5.125
2013-07-09,2013,180,Stockholm,20,0.002,7,9,34.0,6.0
2013-07-09,2013,1962,Norberg,50000,5.0,7,9,26.0,5.0
2013-07-09,2013,2061,Smedjebacken,1000,0.1,7,9,19.88888888888889,4.222222222222222
2013-07-14,2013,1290,Kristianstad,1000,0.1,7,14,19.861538461538462,4.076923076923077
2013-07-15,2013,126,Huddinge,200,0.02,7,15,26.5,5.0
2013-07-15,2013,182,Nacka,2,0.0002,7,15,27.7,5.0
2013-07-15,2013,330,Knivsta,1,0.0001,7,15,24.599999999999998,5.0
2013-07-17,2013,191,Sigtuna,10,0.001,7,17,25.566666666666666,5.0
2013-07-18,2013,191,Sigtuna,150,0.015,7,18,23.433333333333334,4.666666666666667
2013-07-18,2013,763,Tingsryd,200,0.02,7,18,22.2,4.5
2013-07-18,2013,1256,Östra Göinge,5,0.0005,7,18,20.7,4.0
2013-07-19,2013,180,Stockholm,2,0.0002,7,19,43.6,6.0
2013-07-19,2013,181,Södertälje,100,0.01,7,19,36.18,6.0
2013-07-19,2013,1273,Osby,2,0.0002,7,19,23.240000000000002,4.6
2013-07-19,2013,126,Huddinge,10,0.001,7,19,41.3,6.0
2013-07-19,2013,1060,Olofström,5000,0.5,7,19,24.400000000000002,5.0
2013-07-19,2013,1402,Partille,200,0.02,7,19,17.3,4.0
2013-07-20,2013,1082,Karlshamn,1,0.0001,7,20,24.916666666666668,5.0
