Date,index,Municipality,FWI,FWI_index
2006-05-04,316218,1230,20.3,4.0
2006-05-04,316219,1231,22.3,5.0
2006-05-04,316225,1263,18.45,4.0
2006-05-05,316476,767,22.65,4.5
2006-05-05,316492,1060,18.433333333333334,4.0
2006-05-05,316497,1214,19.0,4.0
2006-05-05,316498,1230,25.1,5.0
2006-05-05,316499,1231,28.4,6.0
2006-05-05,316501,1256,18.5,4.0
2006-05-05,316502,1257,23.05,4.5
2006-05-05,316503,1260,20.4,4.0
2006-05-05,316504,1261,21.3,4.5
2006-05-05,316505,1263,22.65,4.5
2006-05-05,316513,1275,17.9,4.0
2006-05-05,316514,1276,18.45,4.0
2006-05-05,316515,1277,18.9,4.0
2006-05-05,316516,1278,20.275,4.25
2006-05-05,316517,1280,19.333333333333332,4.0
2006-05-05,316518,1281,21.975,4.75
2006-05-05,316519,1282,18.866666666666667,4.0
2006-05-05,316520,1283,20.1,4.0
2006-05-05,316522,1285,19.5,4.0
2006-05-05,316527,1292,20.53333333333333,4.0
2006-05-05,316531,1381,23.125,4.625
2006-05-05,316536,1402,18.1,4.0
2006-05-06,316691,115,19.8,4.0
2006-05-06,316695,126,22.5,5.0
2006-05-06,316696,127,20.6,4.0
2006-05-06,316697,128,22.6,5.0
2006-05-06,316700,140,19.599999999999998,4.0
2006-05-06,316701,163,20.2,4.0
2006-05-06,316702,180,21.7,4.5
2006-05-06,316707,191,19.266666666666666,4.0
2006-05-06,316711,330,19.400000000000002,4.0
2006-05-06,316717,461,18.8,4.0
2006-05-06,316753,763,20.79,4.1
2006-05-06,316755,765,18.771428571428572,4.142857142857143
2006-05-06,316756,767,22.15,4.5
2006-05-06,316772,1060,21.46666666666667,4.333333333333333
2006-05-06,316775,1082,18.916666666666668,4.0
2006-05-06,316777,1214,21.066666666666666,4.333333333333333
2006-05-06,316778,1230,26.4,5.0
2006-05-06,316779,1231,28.9,6.0
2006-05-06,316781,1256,20.46,4.2
2006-05-06,316782,1257,22.65,5.0
2006-05-06,316783,1260,22.049999999999997,4.5
2006-05-06,316784,1261,21.8,4.5
2006-05-06,316785,1263,23.55,5.0
2006-05-06,316789,1267,18.4,4.0
2006-05-06,316791,1272,17.7,4.0
2006-05-06,316792,1273,19.66,4.0
2006-05-06,316793,1275,20.9,4.0
2006-05-06,316794,1276,20.5,4.0
2006-05-06,316795,1277,18.9,4.0
2006-05-06,316797,1280,18.900000000000002,4.0
2006-05-06,316798,1281,23.725,4.75
2006-05-06,316799,1282,19.599999999999998,4.0
2006-05-06,316800,1283,20.6,4.0
2006-05-06,316802,1285,21.375,4.25
2006-05-06,316807,1292,19.766666666666666,4.0
2006-05-06,316808,1293,20.216666666666665,4.166666666666667
2006-05-06,316811,1381,21.3125,4.375
2006-05-06,316816,1402,19.0,4.0
2006-05-07,316971,115,24.4,5.0
2006-05-07,316974,125,21.45,4.5
2006-05-07,316975,126,25.1,5.0
2006-05-07,316976,127,20.9,4.0
2006-05-07,316977,128,23.3,5.0
2006-05-07,316979,139,20.666666666666668,4.0
2006-05-07,316980,140,21.099999999999998,4.333333333333333
2006-05-07,316981,163,25.3,5.0
2006-05-07,316982,180,26.200000000000003,5.5
2006-05-07,316984,182,18.3,4.0
