Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2018-05-10,2018,1885,Lindesberg,28,0.0028,5,10,20.908333333333335,4.333333333333333
2018-05-10,2018,180,Stockholm,1,0.0001,5,10,23.05,4.5
2018-05-12,2018,180,Stockholm,1000,0.1,5,12,24.1,5.0
2018-05-19,2018,2084,Avesta,900,0.09,5,19,23.45,4.833333333333333
2018-05-20,2018,763,Tingsryd,50,0.005,5,20,28.2,5.7
2018-05-20,2018,2084,Avesta,15,0.0015,5,20,33.36666666666667,6.0
2018-05-20,2018,180,Stockholm,400,0.04,5,20,31.450000000000003,6.0
2018-05-20,2018,1490,Borås,1,0.0001,5,20,18.644444444444446,4.0
2018-05-21,2018,2183,Bollnäs,100,0.01,5,21,26.493333333333332,5.266666666666667
2018-05-21,2018,484,Eskilstuna,2,0.0002,5,21,23.55,4.833333333333333
2018-05-22,2018,191,Sigtuna,70,0.007,5,22,26.666666666666668,5.333333333333333
2018-05-22,2018,180,Stockholm,6,0.0006,5,22,32.15,6.0
2018-05-23,2018,1763,Forshaga,6,0.0006,5,23,18.875,4.0
2018-05-23,2018,180,Stockholm,1,0.0001,5,23,30.35,6.0
2018-05-24,2018,1481,Mölndal,30,0.003,5,24,29.1,6.0
2018-05-24,2018,1080,Karlskrona,50,0.005,5,24,28.336363636363636,5.2727272727272725
2018-05-25,2018,1737,Torsby,150,0.015,5,25,21.63170731707317,4.317073170731708
2018-05-25,2018,115,Vallentuna,10,0.001,5,25,30.7,6.0
2018-05-25,2018,188,Norrtälje,3,0.0003,5,25,28.047619047619047,5.238095238095238
2018-05-25,2018,330,Knivsta,10,0.001,5,25,29.2,6.0
2018-05-26,2018,188,Norrtälje,15000,1.5,5,26,24.652380952380955,4.904761904761905
2018-05-26,2018,513,Kinda,3,0.0003,5,26,28.99,5.5
2018-05-26,2018,139,Upplands-Bro,6,0.0006,5,26,24.400000000000002,4.666666666666667
2018-05-26,2018,1962,Norberg,4,0.0004,5,26,29.9,6.0
2018-05-26,2018,1784,Arvika,20,0.002,5,26,23.98125,4.875
2018-05-26,2018,163,Sollentuna,1,0.0001,5,26,24.7,5.0
2018-05-27,2018,180,Stockholm,3,0.0003,5,27,38.45,6.0
2018-05-27,2018,1962,Norberg,2000,0.2,5,27,37.75,6.0
2018-05-27,2018,381,Enköping,1,0.0001,5,27,40.78888888888889,6.0
2018-05-27,2018,139,Upplands-Bro,1,0.0001,5,27,37.766666666666666,6.0
2018-05-27,2018,187,Vaxholm,1,0.0001,5,27,35.75,6.0
2018-05-28,2018,583,Motala,1,0.0001,5,28,29.133333333333336,5.416666666666667
2018-05-29,2018,2460,Vännäs,30,0.003,5,29,44.550000000000004,6.0
2018-05-30,2018,687,Tranås,1,0.0001,5,30,30.575,6.0
2018-05-30,2018,687,Tranås,2,0.0002,5,30,30.575,6.0
2018-05-30,2018,1290,Kristianstad,1000,0.1,5,30,27.107692307692307,4.923076923076923
2018-05-30,2018,1760,Storfors,140,0.014,5,30,26.46,5.0
2018-05-30,2018,2181,Sandviken,5,0.0005,5,30,29.630000000000003,5.6
2018-05-31,2018,2080,Falun,300,0.03,5,31,32.89473684210526,5.894736842105263
2018-05-31,2018,1293,Hässleholm,20,0.002,5,31,30.733333333333334,5.666666666666667
2018-06-01,2018,780,Växjö,1,0.0001,6,1,24.864285714285717,5.0
2018-06-01,2018,380,Uppsala,1,0.0001,6,1,31.394736842105264,5.947368421052632
2018-06-01,2018,1766,Sunne,100,0.01,6,1,25.141666666666666,5.0
2018-06-01,2018,482,Flen,1,0.0001,6,1,32.1375,5.875
2018-06-02,2018,127,Botkyrka,300,0.03,6,2,30.8,6.0
2018-06-02,2018,1983,Köping,15,0.0015,6,2,30.233333333333334,5.666666666666667
2018-06-02,2018,180,Stockholm,1,0.0001,6,2,34.400000000000006,6.0
2018-06-02,2018,180,Stockholm,250,0.025,6,2,34.400000000000006,6.0
2018-06-02,2018,580,Linköping,40,0.004,6,2,34.90833333333333,5.833333333333333
