Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2004-04-19,2004,483,Katrineholm,400,0.04,4,19,21.41,4.6
2004-05-02,2004,780,Växjö,10,0.001,5,2,20.485714285714288,4.142857142857143
2004-05-03,2004,1983,Köping,1,0.0001,5,3,21.366666666666664,4.333333333333333
2004-05-07,2004,1883,Karlskoga,10,0.001,5,7,26.225,5.0
2004-05-08,2004,128,Salem,2,0.0002,5,8,21.4,4.0
2004-05-17,2004,1880,Örebro,2,0.0002,5,17,19.935714285714287,4.071428571428571
2004-05-18,2004,181,Södertälje,4,0.0004,5,18,22.56,4.6
2004-05-18,2004,1981,Sala,20,0.002,5,18,22.259999999999998,4.6
2004-05-18,2004,180,Stockholm,30,0.003,5,18,22.5,5.0
2004-05-24,2004,1485,Uddevalla,5000,0.5,5,24,18.725,4.0
2004-06-01,2004,2061,Smedjebacken,1300,0.13,6,1,23.266666666666666,5.0
2004-06-01,2004,484,Eskilstuna,200,0.02,6,1,19.483333333333334,4.083333333333333
2004-06-02,2004,2260,Ånge,30,0.003,6,2,25.200000000000003,5.0
2004-06-03,2004,1904,Skinnskatteberg,7500,0.75,6,3,26.98,5.2
2004-06-03,2004,1904,Skinnskatteberg,12000,1.2,6,3,26.98,5.2
2004-06-03,2004,180,Stockholm,2,0.0002,6,3,19.0,4.0
2004-06-03,2004,2085,Ludvika,5000,0.5,6,3,29.753333333333334,5.8
2004-06-04,2004,1762,Munkfors,30000,3.0,6,4,27.15,5.5
2004-06-04,2004,1980,Västerås,10,0.001,6,4,29.555555555555557,5.777777777777778
2004-06-04,2004,2380,Östersund,1000,0.1,6,4,28.210526315789473,5.473684210526316
2004-06-04,2004,2132,Nordanstig,400,0.04,6,4,22.592857142857145,4.571428571428571
2004-06-05,2004,562,Finspång,2000,0.2,6,5,20.11111111111111,4.0
2004-06-06,2004,1763,Forshaga,400,0.04,6,6,19.375,4.0
2004-06-06,2004,580,Linköping,30,0.003,6,6,20.724999999999998,4.166666666666667
2004-06-06,2004,1885,Lindesberg,5000,0.5,6,6,19.108333333333334,4.0
2004-06-08,2004,2282,Kramfors,500,0.05,6,8,20.294999999999998,4.35
2004-06-08,2004,2283,Sollefteå,60000,6.0,6,8,24.63409090909091,4.909090909090909
2004-06-16,2004,1460,Bengtsfors,100,0.01,6,16,26.177777777777777,5.111111111111111
2004-06-17,2004,1438,Dals-Ed,900,0.09,6,17,21.571428571428573,4.285714285714286
2004-08-08,2004,1402,Partille,15,0.0015,8,8,18.2,4.0
2004-08-11,2004,180,Stockholm,4,0.0004,8,11,21.6,4.0
2004-08-11,2004,461,Gnesta,4000,0.4,8,11,22.825,4.5
2004-08-11,2004,182,Nacka,1,0.0001,8,11,19.6,4.0
2004-08-12,2004,481,Oxelösund,4,0.0004,8,12,19.6,4.0
2004-08-12,2004,180,Stockholm,3,0.0003,8,12,21.5,4.0
2004-08-15,2004,1384,Kungsbacka,1,0.0001,8,15,26.3,5.333333333333333
2004-08-15,2004,760,Uppvidinge,500,0.05,8,15,19.963636363636365,4.0
2004-08-15,2004,760,Uppvidinge,500,0.05,8,15,19.963636363636365,4.0
2004-08-15,2004,1480,Göteborg,4,0.0004,8,15,33.88,6.0
