Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2010-05-07,2010,180,Stockholm,2,0.0002,5,7,27.95,5.5
2010-05-07,2010,1982,Fagersta,30,0.003,5,7,22.35,4.5
2010-05-22,2010,182,Nacka,10,0.001,5,22,20.0,4.0
2010-06-01,2010,1480,Göteborg,10,0.001,6,1,26.76,5.0
2010-06-01,2010,1480,Göteborg,10000,1.0,6,1,26.76,5.0
2010-06-02,2010,1480,Göteborg,1,0.0001,6,2,24.36,4.4
2010-06-03,2010,180,Stockholm,100,0.01,6,3,25.75,5.5
2010-06-03,2010,180,Stockholm,1000,0.1,6,3,25.75,5.5
2010-06-04,2010,180,Stockholm,1,0.0001,6,4,29.2,5.5
2010-06-04,2010,180,Stockholm,2,0.0002,6,4,29.2,5.5
2010-06-05,2010,181,Södertälje,2,0.0002,6,5,19.2,4.0
2010-06-05,2010,617,Gnosjö,20000,2.0,6,5,20.35,4.0
2010-06-06,2010,687,Tranås,150,0.015,6,6,22.05,4.25
2010-06-08,2010,180,Stockholm,4,0.0004,6,8,22.35,4.5
2010-06-09,2010,126,Huddinge,250,0.025,6,9,17.7,4.0
2010-06-28,2010,180,Stockholm,10,0.001,6,28,25.15,5.0
2010-06-29,2010,180,Stockholm,2,0.0002,6,29,26.0,5.0
2010-06-29,2010,180,Stockholm,2,0.0002,6,29,26.0,5.0
2010-06-29,2010,163,Sollentuna,15,0.0015,6,29,21.5,4.0
2010-06-30,2010,180,Stockholm,25,0.0025,6,30,28.9,5.0
2010-07-03,2010,163,Sollentuna,300,0.03,7,3,33.5,6.0
2010-07-03,2010,1907,Surahammar,300,0.03,7,3,22.46666666666667,5.0
2010-07-03,2010,1882,Askersund,1000,0.1,7,3,20.455555555555556,4.222222222222222
2010-07-04,2010,580,Linköping,5000,0.5,7,4,27.816666666666666,5.583333333333333
2010-07-04,2010,125,Ekerö,10,0.001,7,4,33.0,5.5
2010-07-04,2010,380,Uppsala,1,0.0001,7,4,22.126315789473683,4.421052631578948
2010-07-04,2010,180,Stockholm,10,0.001,7,4,42.85,6.0
2010-07-04,2010,180,Stockholm,2,0.0002,7,4,42.85,6.0
2010-07-04,2010,182,Nacka,1,0.0001,7,4,45.4,6.0
2010-07-05,2010,1442,Vårgårda,4,0.0004,7,5,21.525,4.5
2010-07-05,2010,481,Oxelösund,30,0.003,7,5,27.2,5.0
2010-07-05,2010,480,Nyköping,30,0.003,7,5,22.358333333333334,4.333333333333333
2010-07-05,2010,480,Nyköping,1,0.0001,7,5,22.358333333333334,4.333333333333333
2010-07-05,2010,187,Vaxholm,3,0.0003,7,5,28.75,5.5
2010-07-05,2010,126,Huddinge,1,0.0001,7,5,26.7,5.0
2010-07-06,2010,180,Stockholm,50,0.005,7,6,19.55,4.0
2010-07-07,2010,126,Huddinge,2,0.0002,7,7,22.8,5.0
2010-07-07,2010,1490,Borås,1,0.0001,7,7,19.91111111111111,4.0
2010-07-08,2010,117,Österåker,10,0.001,7,8,27.419999999999998,5.4
2010-07-08,2010,127,Botkyrka,50,0.005,7,8,26.9,5.0
2010-07-08,2010,126,Huddinge,40,0.004,7,8,26.6,5.0
2010-07-08,2010,581,Norrköping,100,0.01,7,8,25.8625,5.25
2010-07-08,2010,1290,Kristianstad,20,0.002,7,8,20.46153846153846,4.153846153846154
2010-07-09,2010,180,Stockholm,10,0.001,7,9,35.35,6.0
2010-07-09,2010,180,Stockholm,1,0.0001,7,9,35.35,6.0
2010-07-09,2010,180,Stockholm,1,0.0001,7,9,35.35,6.0
2010-07-09,2010,780,Växjö,40000,4.0,7,9,24.542857142857144,5.0
2010-07-09,2010,765,Älmhult,200,0.02,7,9,23.87142857142857,4.714285714285714
2010-07-09,2010,581,Norrköping,10,0.001,7,9,23.88125,4.8125
2010-07-10,2010,680,Jönköping,400,0.04,7,10,33.642857142857146,5.857142857142857
2010-07-10,2010,192,Nynäshamn,2,0.0002,7,10,26.080000000000002,5.2
2010-07-10,2010,780,Växjö,10000,1.0,7,10,40.65714285714286,6.0
2010-07-10,2010,781,Ljungby,100,0.01,7,10,31.423529411764708,5.705882352941177
2010-07-10,2010,180,Stockholm,1,0.0001,7,10,49.05,6.0
2010-07-11,2010,180,Stockholm,2,0.0002,7,11,37.6,6.0
2010-07-11,2010,781,Ljungby,500,0.05,7,11,41.88823529411765,6.0
2010-07-11,2010,1293,Hässleholm,2,0.0002,7,11,39.06666666666667,6.0
2010-07-11,2010,330,Knivsta,20,0.002,7,11,23.133333333333336,4.666666666666667
2010-07-11,2010,484,Eskilstuna,500,0.05,7,11,28.316666666666666,5.666666666666667
2010-07-11,2010,1315,Hylte,10,0.001,7,11,21.1375,4.125
2010-07-12,2010,330,Knivsta,20,0.002,7,12,26.599999999999998,5.0
2010-07-12,2010,180,Stockholm,1,0.0001,7,12,24.35,4.5
2010-07-13,2010,330,Knivsta,20,0.002,7,13,36.6,6.0
2010-07-13,2010,562,Finspång,75,0.0075,7,13,19.37777777777778,4.0
2010-07-14,2010,480,Nyköping,30,0.003,7,14,21.05,4.333333333333333
2010-07-15,2010,180,Stockholm,2,0.0002,7,15,41.7,6.0
2010-07-15,2010,126,Huddinge,10,0.001,7,15,37.5,6.0
2010-07-15,2010,484,Eskilstuna,1,0.0001,7,15,33.725,5.75
2010-07-15,2010,125,Ekerö,10000,1.0,7,15,35.475,5.75
2010-07-15,2010,182,Nacka,1,0.0001,7,15,37.9,6.0
2010-07-16,2010,136,Haninge,1000,0.1,7,16,24.555555555555557,4.888888888888889
2010-07-16,2010,180,Stockholm,2,0.0002,7,16,37.55,6.0
2010-07-16,2010,180,Stockholm,100,0.01,7,16,37.55,6.0
2010-07-17,2010,126,Huddinge,10,0.001,7,17,31.2,6.0
2010-07-18,2010,117,Österåker,2,0.0002,7,18,22.8,4.4
2010-07-19,2010,180,Stockholm,30,0.003,7,19,45.45,6.0
2010-07-19,2010,180,Stockholm,2,0.0002,7,19,45.45,6.0
2010-07-19,2010,126,Huddinge,1,0.0001,7,19,42.8,6.0
2010-07-19,2010,188,Norrtälje,200,0.02,7,19,32.96521739130435,5.6521739130434785
