Date,index,Municipality,FWI,FWI_index
2011-04-07,530202,1272,17.6,4.0
2011-04-08,530482,1272,21.5,4.0
2011-04-19,533465,126,18.1,4.0
2011-04-19,533467,128,17.6,4.0
2011-04-19,533470,140,18.066666666666666,4.0
2011-04-19,533488,461,17.85,4.0
2011-04-20,533745,126,17.5,4.0
2011-04-20,533751,163,17.0,4.0
2011-04-21,534225,1961,17.7,4.0
2011-04-22,534364,763,18.79,4.0
2011-04-22,534383,1060,20.166666666666668,4.0
2011-04-22,534403,1273,18.419999999999998,4.0
2011-04-23,534620,561,17.916666666666668,4.0
2011-04-23,534643,761,18.85,4.0
2011-04-23,534647,767,19.65,4.0
2011-04-23,534648,780,19.07857142857143,4.0
2011-04-23,534650,821,19.599999999999998,4.0
2011-04-23,534653,860,19.369999999999997,4.0
2011-04-23,534655,862,20.457142857142856,4.142857142857143
2011-04-23,534660,884,17.65,4.0
2011-04-23,534663,1060,18.833333333333332,4.0
2011-04-23,534683,1273,17.68,4.0
2011-04-24,534943,1060,18.0,4.0
2011-04-24,535063,1907,19.433333333333334,4.0
2011-04-24,535064,1960,17.35,4.0
2011-04-24,535065,1961,18.1,4.0
2011-04-24,535066,1962,18.700000000000003,4.0
2011-04-24,535068,1981,18.4,4.0
2011-04-24,535069,1982,19.925,4.25
2011-04-24,535070,1983,18.849999999999998,4.0
2011-04-24,535083,2082,19.575,4.0
2011-04-25,535141,115,21.45,4.5
2011-04-25,535142,117,18.95,4.0
2011-04-25,535145,126,22.3,5.0
2011-04-25,535146,127,21.2,4.0
2011-04-25,535147,128,23.4,5.0
2011-04-25,535150,140,25.066666666666666,5.0
2011-04-25,535151,163,23.2,5.0
2011-04-25,535152,180,22.85,4.5
2011-04-25,535154,182,19.2,4.0
2011-04-25,535157,191,21.433333333333334,4.333333333333333
2011-04-25,535159,305,20.2,4.0
2011-04-25,535161,330,22.100000000000005,4.666666666666667
2011-04-25,535162,331,19.263636363636365,4.0
2011-04-25,535164,380,21.76842105263158,4.631578947368421
2011-04-25,535167,428,17.55,4.0
2011-04-25,535168,461,24.3,5.0
2011-04-25,535169,480,19.10909090909091,4.090909090909091
2011-04-25,535171,482,20.0,4.25
2011-04-25,535172,483,20.259999999999998,4.0
2011-04-25,535173,484,20.016666666666666,4.25
2011-04-25,535174,486,21.542857142857144,4.428571428571429
2011-04-25,535181,562,20.644444444444446,4.111111111111111
2011-04-25,535207,767,19.875,4.0
2011-04-25,535210,821,18.842857142857145,4.0
2011-04-25,535217,881,18.8,4.0
2011-04-25,535330,1814,21.8,4.5
2011-04-25,535332,1861,22.8,4.75
2011-04-25,535333,1862,19.925,4.0
2011-04-25,535336,1880,21.214285714285715,4.428571428571429
2011-04-25,535337,1881,22.6,5.0
2011-04-25,535343,1907,19.566666666666666,4.0
2011-04-25,535344,1960,21.0,4.0
2011-04-25,535345,1961,20.4,4.0
2011-04-25,535348,1981,18.46,4.0
2011-04-25,535350,1983,20.5,4.0
2011-04-25,535351,1984,15.4,4.0
2011-04-26,535421,115,17.6,4.0
2011-04-26,535422,117,18.55,4.0
2011-04-26,535425,126,17.1,4.0
2011-04-26,535426,127,17.6,4.0
2011-04-26,535427,128,17.5,4.0
