Date,index,Municipality,FWI,FWI_index
2007-04-02,358170,561,19.216666666666665,4.0
2007-04-02,358189,685,18.592307692307692,4.0
2007-04-02,358192,760,19.072727272727274,4.0
2007-04-02,358193,761,19.7,4.0
2007-04-02,358195,764,20.4625,4.25
2007-04-02,358196,765,20.32857142857143,4.142857142857143
2007-04-02,358197,767,23.975,5.0
2007-04-02,358198,780,20.228571428571428,4.071428571428571
2007-04-02,358200,821,20.75714285714286,4.142857142857143
2007-04-02,358203,860,20.5,4.1
2007-04-02,358205,862,18.2,4.0
2007-04-02,358207,881,19.3,4.0
2007-04-02,358210,884,21.009999999999998,4.3
2007-04-02,358213,1060,19.566666666666666,4.0
2007-04-02,358222,1256,19.7,4.0
2007-04-02,358223,1257,21.25,4.5
2007-04-02,358233,1273,20.5,4.2
2007-04-02,358234,1275,17.8,4.0
2007-04-03,358423,180,18.049999999999997,4.0
2007-04-03,358478,767,21.475,4.5
2007-04-03,358499,1214,20.599999999999998,4.0
2007-04-03,358501,1231,17.8,4.0
2007-04-03,358504,1257,24.5,5.0
2007-04-03,358505,1260,21.7,4.0
2007-04-03,358511,1267,17.5,4.0
2007-04-03,358515,1275,21.9,4.0
2007-04-03,358516,1276,21.45,4.25
2007-04-03,358517,1277,21.6,4.0
2007-04-03,358522,1283,20.0,4.0
2007-04-03,358529,1292,24.400000000000002,4.666666666666667
2007-04-03,358530,1293,20.2,4.166666666666667
2007-04-03,358533,1381,22.2625,4.375
2007-04-03,358538,1402,17.7,4.0
2007-04-03,358568,1481,18.15,4.0
2007-04-04,358759,767,20.1,4.0
2007-04-05,358993,319,28.766666666666666,5.666666666666667
2007-04-05,359013,561,19.633333333333333,4.0
2007-04-05,359014,562,19.433333333333334,4.111111111111111
2007-04-05,359038,764,19.3875,4.0
2007-04-05,359039,765,20.2,4.285714285714286
2007-04-05,359040,767,24.775,5.0
2007-04-05,359056,1060,22.766666666666666,4.666666666666667
2007-04-05,359059,1082,20.266666666666666,4.166666666666667
2007-04-05,359060,1083,26.53333333333333,5.666666666666667
2007-04-05,359061,1214,22.633333333333336,4.666666666666667
2007-04-05,359062,1230,22.3,5.0
2007-04-05,359063,1231,21.6,4.0
2007-04-05,359065,1256,25.119999999999997,5.0
2007-04-05,359066,1257,24.55,5.0
2007-04-05,359068,1261,20.85,4.5
2007-04-05,359069,1263,20.65,4.0
2007-04-05,359070,1264,17.5,4.0
2007-04-05,359071,1265,24.06,5.0
2007-04-05,359072,1266,18.400000000000002,4.0
2007-04-05,359073,1267,21.2,4.0
2007-04-05,359074,1270,24.200000000000003,5.0
2007-04-05,359075,1272,31.2,6.0
2007-04-05,359076,1273,22.82,4.8
2007-04-05,359077,1275,23.6,5.0
