Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2003-04-20,2003,1278,Båstad,2000,0.2,4,20,26.05,5.5
2003-04-26,2003,486,Strängnäs,15000,1.5,4,26,20.400000000000002,4.0
2003-04-26,2003,126,Huddinge,1,0.0001,4,26,21.0,4.0
2003-06-03,2003,180,Stockholm,1,0.0001,6,3,24.75,5.0
2003-06-05,2003,180,Stockholm,100,0.01,6,5,27.299999999999997,5.5
2003-06-06,2003,862,Emmaboda,1000,0.1,6,6,20.942857142857143,4.142857142857143
2003-06-06,2003,180,Stockholm,75,0.0075,6,6,22.2,4.5
2003-06-06,2003,486,Strängnäs,3,0.0003,6,6,24.47142857142857,5.0
2003-06-07,2003,561,Åtvidaberg,5000,0.5,6,7,17.916666666666668,4.0
2003-06-08,2003,1904,Skinnskatteberg,15,0.0015,6,8,19.68,4.0
2003-06-24,2003,2582,Boden,1500,0.15,6,24,19.13611111111111,4.138888888888889
2003-06-28,2003,2580,Luleå,5,0.0005,6,28,20.189285714285713,4.107142857142857
2003-06-28,2003,2582,Boden,1600000,160.0,6,28,24.686111111111114,5.055555555555555
2003-06-29,2003,2514,Kalix,200,0.02,6,29,24.672727272727272,4.909090909090909
2003-07-02,2003,2584,Kiruna,400,0.04,7,2,23.338659793814433,4.695876288659794
2003-07-09,2003,2521,Pajala,20,0.002,7,9,20.267999999999997,4.133333333333334
2003-07-09,2003,2521,Pajala,100,0.01,7,9,20.267999999999997,4.133333333333334
2003-07-17,2003,2421,Storuman,1000,0.1,7,17,22.66,4.6
2003-07-19,2003,2417,Norsjö,50,0.005,7,19,28.83529411764706,5.470588235294118
2003-07-20,2003,180,Stockholm,2,0.0002,7,20,22.5,4.5
2003-07-20,2003,182,Nacka,1,0.0001,7,20,19.9,4.0
2003-08-05,2003,163,Sollentuna,2,0.0002,8,5,25.9,5.0
2003-08-05,2003,1980,Västerås,10,0.001,8,5,25.077777777777776,5.111111111111111
2003-08-05,2003,1980,Västerås,6,0.0006,8,5,25.077777777777776,5.111111111111111
2003-08-06,2003,188,Norrtälje,10,0.001,8,6,25.678260869565218,5.130434782608695
2003-08-06,2003,480,Nyköping,16,0.0016,8,6,21.491666666666664,4.333333333333333
2003-08-09,2003,115,Vallentuna,5,0.0005,8,9,24.375,5.0
2003-08-09,2003,180,Stockholm,5,0.0005,8,9,25.75,5.0
2003-08-09,2003,486,Strängnäs,2,0.0002,8,9,25.02857142857143,5.0
2003-08-10,2003,139,Upplands-Bro,200,0.02,8,10,25.099999999999998,5.0
2003-08-10,2003,180,Stockholm,1,0.0001,8,10,25.049999999999997,5.0
2003-08-11,2003,180,Stockholm,1,0.0001,8,11,17.700000000000003,4.0
2003-08-11,2003,1286,Ystad,2,0.0002,8,11,23.057142857142857,4.571428571428571
2003-08-15,2003,1280,Malmö,10,0.001,8,15,26.766666666666666,5.333333333333333
2003-08-20,2003,1480,Göteborg,1,0.0001,8,20,27.339999999999996,5.6
2003-09-07,2003,1715,Kil,10,0.001,9,7,20.0,4.0
2003-09-07,2003,1489,Alingsås,50,0.005,9,7,20.02,4.2
2003-09-14,2003,182,Nacka,30,0.003,9,14,20.6,4.0
2003-09-14,2003,2582,Boden,2400,0.24,9,14,19.711111111111112,4.055555555555555
2003-09-18,2003,2080,Falun,10,0.001,9,18,20.068421052631578,4.105263157894737
2003-09-18,2003,1784,Arvika,500,0.05,9,18,22.3375,4.6875
2003-09-22,2003,1488,Trollhättan,20,0.002,9,22,24.7,5.0
2003-09-27,2003,1384,Kungsbacka,9,0.0009,9,27,19.45,4.166666666666667
