Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2008-04-30,2008,1402,Partille,2500,0.25,4,30,17.9,4.0
2008-04-30,2008,127,Botkyrka,5,0.0005,4,30,19.1,4.0
2008-05-05,2008,115,Vallentuna,1,0.0001,5,5,19.099999999999998,4.0
2008-05-09,2008,586,Mjölby,3,0.0003,5,9,20.46,4.2
2008-05-10,2008,181,Södertälje,2,0.0002,5,10,20.34,4.2
2008-05-10,2008,2082,Säter,10,0.001,5,10,22.475,4.5
2008-05-10,2008,180,Stockholm,70,0.007,5,10,27.0,5.5
2008-05-10,2008,180,Stockholm,15,0.0015,5,10,27.0,5.5
2008-05-11,2008,180,Stockholm,1,0.0001,5,11,40.900000000000006,6.0
2008-05-11,2008,180,Stockholm,1,0.0001,5,11,40.900000000000006,6.0
2008-05-11,2008,2061,Smedjebacken,3,0.0003,5,11,26.0,5.0
2008-05-11,2008,2061,Smedjebacken,250,0.025,5,11,26.0,5.0
2008-05-11,2008,1401,Härryda,10000,1.0,5,11,23.066666666666666,4.666666666666667
2008-05-11,2008,305,Håbo,1500,0.15,5,11,46.150000000000006,6.0
2008-05-12,2008,139,Upplands-Bro,1,0.0001,5,12,34.699999999999996,5.666666666666667
2008-05-12,2008,480,Nyköping,150,0.015,5,12,31.633333333333336,5.416666666666667
2008-05-12,2008,1860,Laxå,4000,0.4,5,12,24.400000000000002,4.666666666666667
2008-05-12,2008,481,Oxelösund,2,0.0002,5,12,31.2,6.0
2008-05-12,2008,127,Botkyrka,5000,0.5,5,12,32.6,6.0
2008-05-13,2008,330,Knivsta,2,0.0002,5,13,24.900000000000002,5.0
2008-05-13,2008,562,Finspång,500,0.05,5,13,30.43333333333333,5.777777777777778
2008-05-13,2008,1883,Karlskoga,7500,0.75,5,13,29.175,6.0
2008-05-13,2008,1980,Västerås,10,0.001,5,13,26.37777777777778,5.222222222222222
2008-05-13,2008,180,Stockholm,5,0.0005,5,13,28.35,5.5
2008-05-15,2008,1082,Karlshamn,1000,0.1,5,15,21.133333333333333,4.333333333333333
2008-05-18,2008,1293,Hässleholm,50,0.005,5,18,19.191666666666666,4.0
2008-05-18,2008,1281,Lund,1,0.0001,5,18,19.425,4.0
2008-05-23,2008,1415,Stenungsund,60000,6.0,5,23,19.5,4.0
2008-05-24,2008,180,Stockholm,100,0.01,5,24,21.2,4.5
2008-05-24,2008,180,Stockholm,1,0.0001,5,24,21.2,4.5
2008-05-24,2008,1485,Uddevalla,30,0.003,5,24,22.525,4.5
2008-05-24,2008,685,Vetlanda,10000,1.0,5,24,21.700000000000003,4.461538461538462
2008-05-24,2008,1488,Trollhättan,60,0.006,5,24,24.925,5.0
2008-05-25,2008,1380,Halmstad,1,0.0001,5,25,25.869999999999997,4.9
2008-05-25,2008,1441,Lerum,200,0.02,5,25,31.05,6.0
