Date,index,Municipality,FWI,FWI_index
2003-04-01,153181,163,18.6,4.0
2003-04-01,153182,180,18.65,4.0
2003-04-05,154377,1214,19.599999999999998,4.0
2003-04-05,154378,1230,30.7,6.0
2003-04-05,154379,1231,31.7,6.0
2003-04-05,154380,1233,26.733333333333334,5.333333333333333
2003-04-05,154381,1256,20.1,4.2
2003-04-05,154384,1261,31.3,6.0
2003-04-05,154385,1263,34.150000000000006,6.0
2003-04-05,154386,1264,23.55,5.0
2003-04-05,154387,1265,24.86,5.0
2003-04-05,154388,1266,19.766666666666666,4.0
2003-04-05,154390,1270,26.1,5.0
2003-04-05,154391,1272,22.1,5.0
2003-04-05,154395,1277,19.3,4.0
2003-04-05,154397,1280,29.96666666666667,5.666666666666667
2003-04-05,154398,1281,25.55,5.25
2003-04-05,154399,1282,26.400000000000002,5.333333333333333
2003-04-05,154400,1283,24.45,5.0
2003-04-05,154402,1285,20.65,4.25
2003-04-05,154403,1286,21.75714285714286,4.571428571428571
2003-04-05,154404,1287,27.18,5.4
2003-04-05,154405,1290,22.153846153846153,4.461538461538462
2003-04-05,154406,1291,20.516666666666666,4.333333333333333
2003-04-05,154430,1444,18.85,4.0
2003-04-06,154658,1230,22.7,5.0
2003-04-06,154659,1231,23.4,5.0
2003-04-06,154661,1256,18.18,4.0
2003-04-06,154664,1261,22.75,5.0
2003-04-06,154665,1263,22.65,5.0
2003-04-06,154667,1265,18.639999999999997,4.0
2003-04-06,154670,1270,19.2,4.0
2003-04-06,154671,1272,18.2,4.0
2003-04-06,154675,1277,17.4,4.0
2003-04-06,154677,1280,20.233333333333334,4.333333333333333
2003-04-06,154678,1281,20.275,4.0
2003-04-06,154679,1282,19.5,4.0
2003-04-06,154680,1283,19.3,4.0
2003-04-06,154682,1285,18.85,4.0
2003-04-06,154723,1472,17.9,4.0
2003-04-17,157655,126,17.4,4.0
2003-04-17,157738,1230,20.0,4.0
2003-04-17,157739,1231,17.9,4.0
2003-04-17,157745,1263,19.4,4.0
2003-04-17,157747,1265,18.98,4.0
2003-04-17,157750,1270,19.4,4.0
2003-04-18,158018,1230,18.1,4.0
2003-04-18,158019,1231,17.1,4.0
2003-04-18,158025,1263,18.049999999999997,4.0
2003-04-19,158276,767,20.1,4.25
2003-04-19,158292,1060,19.633333333333336,4.0
2003-04-19,158297,1214,23.433333333333334,5.0
2003-04-19,158298,1230,26.9,5.0
2003-04-19,158299,1231,27.3,5.0
2003-04-19,158300,1233,18.666666666666668,4.0
2003-04-19,158301,1256,19.72,4.2
2003-04-19,158302,1257,25.4,5.0
2003-04-19,158303,1260,22.2,4.5
2003-04-19,158304,1261,22.95,4.5
2003-04-19,158305,1263,27.3,5.0
2003-04-19,158306,1264,19.8,4.0
2003-04-19,158307,1265,23.360000000000003,5.0
2003-04-19,158308,1266,21.566666666666666,4.333333333333333
2003-04-19,158309,1267,22.8,5.0
2003-04-19,158310,1270,23.3,5.0
2003-04-19,158311,1272,20.6,4.0
2003-04-19,158313,1275,23.6,5.0
2003-04-19,158314,1276,22.925,5.0
2003-04-19,158315,1277,22.9,5.0
2003-04-19,158317,1280,20.166666666666668,4.0
2003-04-19,158318,1281,25.4,5.25
2003-04-19,158320,1283,21.15,4.5
2003-04-19,158322,1285,23.625,5.0
2003-04-19,158324,1287,21.4,4.4
2003-04-19,158325,1290,20.46923076923077,4.153846153846154
2003-04-19,158327,1292,22.099999999999998,4.333333333333333
2003-04-19,158328,1293,23.166666666666668,4.666666666666667
2003-04-19,158331,1381,20.375,4.25
2003-04-20,158539,617,18.625,4.0
2003-04-20,158553,763,20.869999999999997,4.0
2003-04-20,158554,764,20.7625,4.25
2003-04-20,158555,765,23.24285714285714,4.571428571428571
2003-04-20,158556,767,29.049999999999997,5.5
2003-04-20,158558,781,21.341176470588238,4.176470588235294
2003-04-20,158572,1060,24.566666666666666,5.0
2003-04-20,158575,1082,21.583333333333332,4.333333333333333
2003-04-20,158577,1214,31.2,6.0
2003-04-20,158578,1230,36.3,6.0
2003-04-20,158579,1231,40.4,6.0
2003-04-20,158580,1233,26.766666666666666,5.333333333333333
2003-04-20,158581,1256,23.92,5.0
2003-04-20,158582,1257,34.0,6.0
2003-04-20,158583,1260,31.25,6.0
2003-04-20,158584,1261,34.4,6.0
2003-04-20,158585,1263,36.55,6.0
2003-04-20,158586,1264,21.4,4.0
2003-04-20,158587,1265,24.86,5.0
2003-04-20,158588,1266,22.599999999999998,4.666666666666667
2003-04-20,158589,1267,27.3,5.0
2003-04-20,158590,1270,20.6,4.0
2003-04-20,158591,1272,21.7,4.0
2003-04-20,158592,1273,23.34,4.8
2003-04-20,158593,1275,29.8,6.0
2003-04-20,158594,1276,30.925,6.0
2003-04-20,158595,1277,33.3,6.0
2003-04-20,158596,1278,26.05,5.5
2003-04-20,158597,1280,31.099999999999998,5.666666666666667
2003-04-20,158598,1281,32.55,5.75
2003-04-20,158599,1282,30.53333333333333,5.666666666666667
2003-04-20,158600,1283,32.8,6.0
2003-04-20,158601,1284,25.939999999999998,5.2
2003-04-20,158602,1285,29.325,5.5
2003-04-20,158604,1287,25.76,5.0
2003-04-20,158605,1290,20.16923076923077,4.076923076923077
2003-04-20,158607,1292,32.833333333333336,6.0
2003-04-20,158608,1293,28.383333333333336,5.583333333333333
2003-04-20,158610,1380,23.68,4.8
2003-04-20,158611,1381,30.4375,5.75
2003-04-20,158615,1401,19.0,4.0
2003-04-20,158616,1402,20.0,4.0
2003-04-20,158618,1415,19.1,4.0
2003-04-20,158626,1440,19.4,4.0
2003-04-20,158627,1441,19.1,4.0
2003-04-20,158628,1442,17.675,4.0
2003-04-20,158629,1443,19.2,4.0
2003-04-20,158631,1445,17.75,4.0
2003-04-20,158637,1462,18.9,4.0
2003-04-20,158643,1472,19.0,4.0
2003-04-20,158646,1481,21.65,4.0
2003-04-20,158652,1488,18.275,4.0
2003-04-20,158653,1489,18.52,4.0
2003-04-21,158833,763,19.06,4.0
2003-04-21,158836,767,21.425,4.5
2003-04-21,158852,1060,23.233333333333334,4.666666666666667
2003-04-21,158854,1081,19.425,4.0
2003-04-21,158855,1082,21.216666666666665,4.333333333333333
2003-04-21,158857,1214,22.7,4.333333333333333
2003-04-21,158858,1230,28.5,6.0
2003-04-21,158859,1231,29.4,6.0
2003-04-21,158861,1256,20.78,4.0
2003-04-21,158862,1257,24.25,5.0
2003-04-21,158863,1260,22.55,5.0
2003-04-21,158864,1261,23.700000000000003,5.0
2003-04-21,158865,1263,27.799999999999997,5.5
2003-04-21,158867,1265,20.96,4.2
2003-04-21,158868,1266,19.53333333333333,4.0
2003-04-21,158869,1267,21.4,4.0
2003-04-21,158870,1270,18.15,4.0
2003-04-21,158871,1272,19.4,4.0
2003-04-21,158872,1273,19.82,4.0
2003-04-21,158873,1275,23.2,5.0
