Date,index,Municipality,FWI,FWI_index
2013-04-22,631190,2260,19.38076923076923,4.038461538461538
2013-04-23,631322,1230,18.8,4.0
2013-04-23,631323,1231,18.8,4.0
2013-04-23,631342,1281,18.2,4.0
2013-04-28,632876,2260,20.907692307692308,4.269230769230769
2013-04-29,632924,126,17.0,4.0
2013-04-29,632931,180,20.1,4.5
2013-04-29,633008,1230,19.4,4.0
2013-04-29,633009,1231,17.4,4.0
2013-04-30,633289,1230,17.0,4.0
2013-05-02,633766,125,22.125,4.25
2013-05-02,633767,126,21.6,4.0
2013-05-02,633769,128,19.0,4.0
2013-05-02,633771,139,18.599999999999998,4.0
2013-05-02,633772,140,19.76666666666667,4.0
2013-05-02,633773,163,19.6,4.0
2013-05-02,633774,180,22.700000000000003,4.5
2013-05-02,633776,182,18.6,4.0
2013-05-02,633777,187,17.950000000000003,4.0
2013-05-02,633781,305,19.1,4.0
2013-05-02,633787,381,19.233333333333334,4.0
2013-05-02,633790,461,18.25,4.0
2013-05-02,633793,482,19.4,4.0
2013-05-02,633794,483,18.259999999999998,4.0
2013-05-02,633796,486,20.02857142857143,4.142857142857143
2013-05-02,633798,509,19.45,4.166666666666667
2013-05-02,633799,512,19.400000000000002,4.0
2013-05-02,633800,513,19.18,4.0
2013-05-02,633809,584,17.46666666666667,4.0
2013-05-02,633835,860,20.21,4.1
2013-05-02,633842,884,20.009999999999998,4.1
2013-05-02,633916,1472,18.4,4.0
2013-05-02,633934,1497,22.125,4.25
2013-05-03,634048,126,17.5,4.0
2013-05-03,634281,2260,19.138461538461538,4.038461538461538
2013-05-04,634325,115,18.575,4.0
2013-05-04,634328,125,18.575000000000003,4.0
2013-05-04,634329,126,19.2,4.0
2013-05-04,634331,128,17.3,4.0
2013-05-04,634335,163,20.7,4.0
2013-05-04,634336,180,21.0,4.5
2013-05-04,634338,182,17.7,4.0
2013-05-04,634341,191,18.833333333333332,4.0
2013-05-04,634343,305,21.15,4.5
2013-05-04,634345,330,18.599999999999998,4.0
2013-05-04,634349,381,21.955555555555556,4.333333333333333
2013-05-04,634358,486,19.428571428571427,4.0
2013-05-04,634360,509,22.766666666666666,4.5
2013-05-04,634361,512,24.766666666666666,5.0
2013-05-04,634362,513,23.22,4.9
2013-05-04,634363,560,23.516666666666666,4.833333333333333
2013-05-04,634364,561,20.599999999999998,4.0
2013-05-04,634365,562,19.866666666666667,4.0
2013-05-04,634367,580,20.15833333333333,4.083333333333333
2013-05-04,634372,586,20.9,4.2
2013-05-04,634373,604,22.8,4.666666666666667
2013-05-04,634374,617,21.125,4.25
2013-05-04,634375,642,17.950000000000003,4.0
2013-05-04,634376,643,23.075,4.5
