Date,index,Municipality,FWI,FWI_index
2004-04-11,207414,1960,18.6,4.0
2004-04-11,207415,1961,18.4,4.0
2004-04-14,208126,881,18.675,4.0
2004-04-17,208891,115,18.6,4.0
2004-04-17,208895,126,17.3,4.0
2004-04-17,208897,128,17.6,4.0
2004-04-17,208900,140,18.46666666666667,4.0
2004-04-17,208901,163,17.9,4.0
2004-04-17,208907,191,17.7,4.0
2004-04-17,208917,461,19.375,4.0
2004-04-17,208920,482,21.0875,4.25
2004-04-17,208930,562,18.244444444444444,4.0
2004-04-17,208946,683,19.37272727272727,4.090909090909091
2004-04-17,208947,684,18.283333333333335,4.0
2004-04-17,208951,760,19.136363636363637,4.0
2004-04-17,208952,761,20.45,4.0
2004-04-17,208953,763,20.6,4.2
2004-04-17,208954,764,21.1875,4.375
2004-04-17,208956,767,20.925,4.25
2004-04-17,208957,780,19.42142857142857,4.0
2004-04-17,208958,781,18.476470588235294,4.0
2004-04-17,208959,821,19.985714285714288,4.0
2004-04-17,208962,860,18.4,4.0
2004-04-17,208964,862,21.185714285714287,4.142857142857143
2004-04-17,208966,881,20.4125,4.0
2004-04-17,208969,884,17.6,4.0
2004-04-17,208972,1060,21.599999999999998,4.0
2004-04-17,208982,1257,19.1,4.0
2004-04-17,208992,1273,19.06,4.0
2004-04-17,209094,1960,17.75,4.0
2004-04-17,209095,1961,17.6,4.0
2004-04-18,209175,126,17.7,4.0
2004-04-18,209176,127,17.1,4.0
2004-04-18,209177,128,18.3,4.0
2004-04-18,209180,140,18.599999999999998,4.0
2004-04-18,209181,163,19.0,4.0
2004-04-18,209187,191,18.2,4.0
2004-04-18,209189,305,18.25,4.0
2004-04-18,209196,428,21.95,4.5
2004-04-18,209197,461,19.0,4.0
2004-04-18,209200,482,22.1125,4.625
2004-04-18,209201,483,22.53,4.7
2004-04-18,209202,484,21.508333333333336,4.333333333333333
2004-04-18,209209,561,19.099999999999998,4.0
2004-04-18,209210,562,23.477777777777778,5.0
2004-04-18,209212,580,21.133333333333333,4.25
2004-04-18,209213,581,19.775,4.25
2004-04-18,209217,586,20.04,4.0
2004-04-18,209236,767,20.7,4.25
2004-04-18,209262,1257,19.75,4.0
2004-04-18,209323,1472,21.549999999999997,4.5
