Date,Year,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
2012-04-05,2012,860,Hultsfred,150,0.015,4,5,21.369999999999997,4.0
2012-04-05,2012,586,Mjölby,300,0.03,4,5,20.2,4.0
2012-05-05,2012,581,Norrköping,40,0.004,5,5,19.9625,4.25
2012-05-05,2012,581,Norrköping,40,0.004,5,5,19.9625,4.25
2012-05-19,2012,180,Stockholm,1,0.0001,5,19,20.200000000000003,4.5
2012-05-26,2012,180,Stockholm,1,0.0001,5,26,25.15,5.0
2012-05-27,2012,180,Stockholm,3,0.0003,5,27,19.049999999999997,4.0
2012-05-29,2012,180,Stockholm,1,0.0001,5,29,19.95,4.0
2012-05-30,2012,181,Södertälje,6,0.0006,5,30,19.98,4.0
