,Year,Date,Municipality,Municipality_name,TotArea,Hectares,Month,Day,FWI,FWI_index
1498,2005,2005-04-25,192,Nynäshamn,1,0.0001,4,25,5.4399999999999995,2.0
1499,2005,2005-04-26,1285,Eslöv,1,0.0001,4,26,22.65,4.75
1500,2005,2005-04-26,2180,Gävle,1,0.0001,4,26,10.56875,2.875
1501,2005,2005-04-28,1460,Bengtsfors,600,0.06,4,28,15.799999999999999,3.3333333333333335
1502,2005,2005-04-29,180,Stockholm,10,0.001,4,29,16.1,3.5
1503,2005,2005-04-29,380,Uppsala,1,0.0001,4,29,13.968421052631578,3.0526315789473686
1504,2005,2005-04-29,126,Huddinge,1,0.0001,4,29,14.6,3.0
1505,2005,2005-04-29,126,Huddinge,1,0.0001,4,29,14.6,3.0
1506,2005,2005-04-30,2581,Piteå,25,0.0025,4,30,1.1424242424242426,1.1818181818181819
1507,2005,2005-05-01,1489,Alingsås,10,0.001,5,1,7.88,2.8
1508,2005,2005-05-01,1083,Sölvesborg,20,0.002,5,1,9.666666666666666,2.6666666666666665
1509,2005,2005-05-01,120,Värmdö,10,0.001,5,1,5.05,1.625
1510,2005,2005-05-01,305,Håbo,10,0.001,5,1,10.25,3.0
1511,2005,2005-05-01,127,Botkyrka,1,0.0001,5,1,9.2,3.0
1512,2005,2005-05-01,1080,Karlskrona,10,0.001,5,1,11.600000000000001,3.0
1513,2005,2005-05-01,1380,Halmstad,1100,0.11,5,1,8.620000000000001,2.8
1514,2005,2005-05-05,1280,Malmö,1,0.0001,5,5,4.766666666666667,2.0
1515,2005,2005-05-05,1490,Borås,350,0.035,5,5,7.555555555555555,2.6666666666666665
1516,2005,2005-05-07,305,Håbo,20,0.002,5,7,0.7,1.0
1517,2005,2005-05-07,1489,Alingsås,10,0.001,5,7,14.5,3.2
1518,2005,2005-05-12,1461,Mellerud,2,0.0002,5,12,4.633333333333334,2.1666666666666665
1519,2005,2005-05-13,2180,Gävle,1,0.0001,5,13,10.39375,2.875
1520,2005,2005-05-14,2281,Sundsvall,90,0.009,5,14,12.669696969696968,2.727272727272727
1521,2005,2005-05-14,127,Botkyrka,5,0.0005,5,14,12.1,3.0
1522,2005,2005-05-14,139,Upplands-Bro,1000,0.1,5,14,12.266666666666666,3.0
1523,2005,2005-05-15,180,Stockholm,50,0.005,5,15,21.0,4.5
1524,2005,2005-05-15,180,Stockholm,10,0.001,5,15,21.0,4.5
1525,2005,2005-05-15,180,Stockholm,2,0.0002,5,15,21.0,4.5
1526,2005,2005-05-15,120,Värmdö,40,0.004,5,15,10.825,2.25
1527,2005,2005-05-15,127,Botkyrka,10,0.001,5,15,17.7,4.0
1528,2005,2005-05-15,128,Salem,3,0.0003,5,15,19.0,4.0
1529,2005,2005-05-15,480,Nyköping,50,0.005,5,15,13.966666666666667,3.0833333333333335
1530,2005,2005-05-15,1482,Kungälv,2,0.0002,5,15,17.660000000000004,3.8
1531,2005,2005-05-17,180,Stockholm,4,0.0004,5,17,9.25,3.0
1532,2005,2005-05-19,780,Växjö,10,0.001,5,19,17.157142857142855,3.5
1533,2005,2005-05-19,1814,Lekeberg,20,0.002,5,19,14.125,3.0
1534,2005,2005-05-20,136,Haninge,2,0.0002,5,20,10.922222222222222,3.0
1535,2005,2005-05-21,127,Botkyrka,200,0.02,5,21,22.7,5.0
1536,2005,2005-05-23,2482,Skellefteå,1,0.0001,5,23,13.927692307692308,3.0923076923076924
1537,2005,2005-05-24,182,Nacka,1,0.0001,5,24,3.4,2.0
1538,2005,2005-05-25,126,Huddinge,1,0.0001,5,25,12.6,3.0
1539,2005,2005-05-25,125,Ekerö,10,0.001,5,25,11.899999999999999,3.0
1540,2005,2005-05-27,1489,Alingsås,100,0.01,5,27,5.279999999999999,2.0
1541,2005,2005-05-28,481,Oxelösund,1,0.0001,5,28,6.7,2.0
1542,2005,2005-05-28,1292,Ängelholm,3,0.0003,5,28,25.2,5.333333333333333
1543,2005,2005-05-28,127,Botkyrka,2,0.0002,5,28,0.7,1.0
1544,2005,2005-05-29,1277,Åstorp,10,0.001,5,29,17.4,4.0
1545,2005,2005-05-30,1233,Vellinge,40,0.004,5,30,2.3333333333333335,2.0
1546,2005,2005-06-02,381,Enköping,1,0.0001,6,2,5.222222222222222,2.2222222222222223
1547,2005,2005-06-07,880,Kalmar,10,0.001,6,7,0.5727272727272728,1.0909090909090908
1548,2005,2005-06-08,1440,Ale,50,0.005,6,8,5.5,2.0
1549,2005,2005-06-10,180,Stockholm,2,0.0002,6,10,0.1,1.0
1550,2005,2005-06-10,1904,Skinnskatteberg,4,0.0004,6,10,2.2800000000000002,1.8
1551,2005,2005-06-14,126,Huddinge,2,0.0002,6,14,3.7,2.0
1552,2005,2005-06-17,861,Mönsterås,100,0.01,6,17,10.828571428571427,3.0
1553,2005,2005-06-19,1286,Ystad,10,0.001,6,19,3.742857142857143,2.0
1554,2005,2005-06-19,882,Oskarshamn,70,0.007,6,19,4.845454545454545,2.272727272727273
1555,2005,2005-06-19,180,Stockholm,1,0.0001,6,19,18.299999999999997,4.0
1556,2005,2005-06-20,581,Norrköping,1,0.0001,6,20,8.4625,2.75
1557,2005,2005-06-20,180,Stockholm,50,0.005,6,20,14.6,3.0
1558,2005,2005-06-20,127,Botkyrka,3000,0.3,6,20,11.7,3.0
1559,2005,2005-06-21,192,Nynäshamn,30,0.003,6,21,13.280000000000001,3.0
1560,2005,2005-06-24,2082,Säter,5,0.0005,6,24,15.1,3.0
1561,2005,2005-06-25,126,Huddinge,1,0.0001,6,25,5.6,2.0
1562,2005,2005-06-25,1465,Svenljunga,3,0.0003,6,25,2.2444444444444445,1.8888888888888888
1563,2005,2005-06-26,2034,Orsa,10000,1.0,6,26,1.44375,1.8125
1564,2005,2005-06-30,1737,Torsby,20,0.002,6,30,14.47857142857143,2.9285714285714284
1565,2005,2005-07-01,2132,Nordanstig,200,0.02,7,1,9.314285714285715,2.9285714285714284
1566,2005,2005-07-02,483,Katrineholm,5,0.0005,7,2,6.779999999999999,2.4
1567,2005,2005-07-02,2313,Strömsund,3000,0.3,7,2,8.986138613861387,2.6732673267326734
1568,2005,2005-07-03,1440,Ale,4,0.0004,7,3,13.600000000000001,3.0
1569,2005,2005-07-03,192,Nynäshamn,400,0.04,7,3,13.5,3.2
1570,2005,2005-07-03,2313,Strömsund,3000,0.3,7,3,13.767326732673267,3.0495049504950495
1571,2005,2005-07-03,2321,Åre,320,0.032,7,3,11.856962025316456,2.911392405063291
1572,2005,2005-07-04,136,Haninge,700,0.07,7,4,11.744444444444445,3.0
1573,2005,2005-07-04,136,Haninge,2500,0.25,7,4,11.744444444444445,3.0
1574,2005,2005-07-04,1440,Ale,1,0.0001,7,4,11.0,3.0
1575,2005,2005-07-04,120,Värmdö,40,0.004,7,4,7.05,1.875
1576,2005,2005-07-04,1462,Lilla Edet,10,0.001,7,4,10.15,3.0
1577,2005,2005-07-04,2132,Nordanstig,1000,0.1,7,4,17.228571428571428,3.7142857142857144
1578,2005,2005-07-04,380,Uppsala,1,0.0001,7,4,21.55263157894737,4.157894736842105
1579,2005,2005-07-05,117,Österåker,3,0.0003,7,5,16.7,3.8
1580,2005,2005-07-05,1462,Lilla Edet,200,0.02,7,5,17.25,3.5
1581,2005,2005-07-05,1460,Bengtsfors,1000,0.1,7,5,23.288888888888888,4.666666666666667
1582,2005,2005-07-05,1442,Vårgårda,500,0.05,7,5,23.1,4.75
1583,2005,2005-07-05,1256,Östra Göinge,50,0.005,7,5,29.04,5.8
1584,2005,2005-07-05,1907,Surahammar,1000,0.1,7,5,24.166666666666668,5.0
1585,2005,2005-07-06,1784,Arvika,500,0.05,7,6,26.05,5.125
1586,2005,2005-07-06,180,Stockholm,1,0.0001,7,6,29.4,5.5
1587,2005,2005-07-06,1765,Årjäng,100,0.01,7,6,26.923529411764704,5.235294117647059
1588,2005,2005-07-06,2281,Sundsvall,6000,0.6,7,6,20.815151515151513,4.181818181818182
1589,2005,2005-07-06,617,Gnosjö,10,0.001,7,6,30.875,6.0
1590,2005,2005-07-06,1460,Bengtsfors,400,0.04,7,6,24.666666666666668,5.111111111111111
1591,2005,2005-07-06,181,Södertälje,10,0.001,7,6,21.759999999999998,4.4
1592,2005,2005-07-06,2180,Gävle,10,0.001,7,6,17.79375,3.8125
1593,2005,2005-07-06,2313,Strömsund,1500,0.15,7,6,16.046534653465347,3.4554455445544554
1594,2005,2005-07-06,1492,Åmål,10,0.001,7,6,22.125,4.5
1595,2005,2005-07-07,2260,Ånge,10,0.001,7,7,17.834615384615383,3.769230769230769
1596,2005,2005-07-07,1060,Olofström,2000,0.2,7,7,6.266666666666667,2.3333333333333335
1597,2005,2005-07-08,136,Haninge,300,0.03,7,8,13.222222222222221,3.3333333333333335
1598,2005,2005-07-08,181,Södertälje,10,0.001,7,8,20.080000000000002,4.0
1599,2005,2005-07-08,1715,Kil,1000,0.1,7,8,19.95,4.0
1600,2005,2005-07-08,980,Gotland,10,0.001,7,8,13.49433962264151,3.1132075471698113
1601,2005,2005-07-08,1272,Bromölla,125,0.0125,7,8,24.8,5.0
1602,2005,2005-07-09,136,Haninge,1,0.0001,7,9,15.700000000000001,3.5555555555555554
1603,2005,2005-07-09,1277,Åstorp,10,0.001,7,9,15.1,3.0
1604,2005,2005-07-09,1380,Halmstad,15,0.0015,7,9,8.290000000000001,2.5
1605,2005,2005-07-09,764,Alvesta,50,0.005,7,9,28.925,5.625
1606,2005,2005-07-10,764,Alvesta,10,0.001,7,10,27.6,5.25
1607,2005,2005-07-10,2104,Hofors,100,0.01,7,10,23.375,4.75
1608,2005,2005-07-10,180,Stockholm,1,0.0001,7,10,34.2,6.0
1609,2005,2005-07-11,1080,Karlskrona,120,0.012,7,11,28.353846153846156,5.0
1610,2005,2005-07-11,2584,Kiruna,7500,0.75,7,11,12.208762886597938,2.9072164948453607
1611,2005,2005-07-12,180,Stockholm,1,0.0001,7,12,40.3,6.0
1612,2005,2005-07-12,683,Värnamo,500,0.05,7,12,35.31818181818182,6.0
1613,2005,2005-07-12,1904,Skinnskatteberg,1600,0.16,7,12,29.24,5.4
1614,2005,2005-07-12,1060,Olofström,20,0.002,7,12,30.0,6.0
1615,2005,2005-07-12,1784,Arvika,50,0.005,7,12,33.49375,6.0
1616,2005,2005-07-12,2281,Sundsvall,1,0.0001,7,12,15.236363636363636,3.272727272727273
1617,2005,2005-07-12,2104,Hofors,70,0.007,7,12,24.25,4.75
1618,2005,2005-07-13,1780,Karlstad,10000,1.0,7,13,26.715384615384615,5.230769230769231
1619,2005,2005-07-13,139,Upplands-Bro,10,0.001,7,13,24.599999999999998,5.333333333333333
1620,2005,2005-07-13,2023,Malung,10,0.001,7,13,20.92972972972973,4.243243243243243
1621,2005,2005-07-13,562,Finspång,100,0.01,7,13,33.13333333333333,6.0
1622,2005,2005-07-13,561,Åtvidaberg,20,0.002,7,13,37.93333333333333,6.0
1623,2005,2005-07-13,885,Borgholm,10,0.001,7,13,20.09333333333333,4.066666666666666
1624,2005,2005-07-13,780,Växjö,70,0.007,7,13,38.82142857142857,6.0
1625,2005,2005-07-13,180,Stockholm,2,0.0002,7,13,30.9,6.0
1626,2005,2005-07-14,1783,Hagfors,1200,0.12,7,14,27.427777777777777,5.444444444444445
1627,2005,2005-07-14,2104,Hofors,40,0.004,7,14,17.275,3.75
1628,2005,2005-07-14,1494,Lidköping,1,0.0001,7,14,28.439999999999998,5.6
1629,2005,2005-07-14,125,Ekerö,10,0.001,7,14,17.725,3.75
1630,2005,2005-07-14,2361,Härjedalen,1,0.0001,7,14,10.883333333333333,2.9479166666666665
1631,2005,2005-07-14,1782,Filipstad,15,0.0015,7,14,23.383333333333336,4.916666666666667
1632,2005,2005-07-14,180,Stockholm,10,0.001,7,14,20.75,4.0
1633,2005,2005-07-14,486,Strängnäs,3,0.0003,7,14,18.0,3.7142857142857144
1634,2005,2005-07-14,1489,Alingsås,20,0.002,7,14,22.4,4.6
1635,2005,2005-07-14,192,Nynäshamn,5,0.0005,7,14,15.719999999999999,3.4
1636,2005,2005-07-14,1495,Skara,2,0.0002,7,14,28.166666666666668,5.666666666666667
1637,2005,2005-07-15,687,Tranås,1,0.0001,7,15,9.075,2.75
1638,2005,2005-07-15,2034,Orsa,500,0.05,7,15,8.45625,2.75
1639,2005,2005-07-15,2401,Nordmaling,10,0.001,7,15,16.153846153846153,3.3846153846153846
1640,2005,2005-07-17,136,Haninge,1,0.0001,7,17,2.5777777777777775,1.8888888888888888
1641,2005,2005-07-18,1060,Olofström,700,0.07,7,18,14.799999999999999,3.3333333333333335
1642,2005,2005-07-18,180,Stockholm,12,0.0012,7,18,6.55,2.0
1643,2005,2005-07-23,180,Stockholm,1,0.0001,7,23,0.0,1.0
1644,2005,2005-07-24,1272,Bromölla,30,0.003,7,24,2.0,2.0
1645,2005,2005-07-26,1265,Sjöbo,10,0.001,7,26,4.82,2.0
1646,2005,2005-07-26,1060,Olofström,150,0.015,7,26,5.133333333333334,2.0
1647,2005,2005-07-27,1383,Varberg,2,0.0002,7,27,5.4750000000000005,2.25
1648,2005,2005-07-29,480,Nyköping,10,0.001,7,29,2.5166666666666666,1.8333333333333333
1649,2005,2005-08-01,2560,Älvsbyn,5000,0.5,8,1,7.05,2.357142857142857
1650,2005,2005-08-02,780,Växjö,1,0.0001,8,2,0.6857142857142857,1.0
1651,2005,2005-08-03,2580,Luleå,30,0.003,8,3,9.835714285714285,2.5714285714285716
1652,2005,2005-08-05,163,Sollentuna,10,0.001,8,5,7.5,3.0
1653,2005,2005-08-06,2031,Rättvik,1,0.0001,8,6,0.0,1.0
1654,2005,2005-08-09,1460,Bengtsfors,1,0.0001,8,9,2.2777777777777777,1.7777777777777777
1655,2005,2005-08-13,180,Stockholm,1,0.0001,8,13,0.95,1.5
1656,2005,2005-08-14,2505,Arvidsjaur,8,0.0008,8,14,0.3163265306122449,1.0
1657,2005,2005-08-16,1484,Lysekil,2,0.0002,8,16,8.233333333333333,3.0
1658,2005,2005-08-18,882,Oskarshamn,1,0.0001,8,18,7.718181818181819,2.727272727272727
1659,2005,2005-08-21,780,Växjö,2,0.0002,8,21,10.528571428571428,3.0
1660,2005,2005-08-23,126,Huddinge,500,0.05,8,23,12.8,3.0
1661,2005,2005-08-25,180,Stockholm,1,0.0001,8,25,5.85,2.0
1662,2005,2005-08-28,180,Stockholm,820001,82.0001,8,28,8.0,3.0
1663,2005,2005-08-31,1765,Årjäng,140,0.014,8,31,7.458823529411765,2.588235294117647
1664,2005,2005-09-01,2085,Ludvika,7,0.0007,9,1,13.313333333333333,3.0
1665,2005,2005-09-02,180,Stockholm,2,0.0002,9,2,19.35,4.0
1666,2005,2005-09-02,1980,Västerås,1,0.0001,9,2,17.444444444444443,3.6666666666666665
1667,2005,2005-09-02,583,Motala,200,0.02,9,2,13.091666666666667,3.0
1668,2005,2005-09-03,1882,Askersund,1500,0.15,9,3,7.677777777777777,2.5555555555555554
1669,2005,2005-09-05,127,Botkyrka,2,0.0002,9,5,11.7,3.0
1670,2005,2005-09-05,2404,Vindeln,2500,0.25,9,5,6.204166666666667,2.125
1671,2005,2005-09-06,2482,Skellefteå,2000,0.2,9,6,9.432307692307692,2.723076923076923
1672,2005,2005-09-06,2361,Härjedalen,3375,0.3375,9,6,1.9760416666666665,1.6145833333333333
1673,2005,2005-09-06,2080,Falun,1000,0.1,9,6,11.24736842105263,3.0
1674,2005,2005-09-06,683,Värnamo,100,0.01,9,6,14.054545454545455,3.0
1675,2005,2005-09-06,1283,Helsingborg,10,0.001,9,6,18.5,3.5
1676,2005,2005-09-09,120,Värmdö,100,0.01,9,9,7.7125,1.875
1677,2005,2005-09-09,1781,Kristinehamn,10,0.001,9,9,2.4909090909090907,2.0
1678,2005,2005-09-09,180,Stockholm,1,0.0001,9,9,15.45,3.0
1679,2005,2005-09-10,1383,Varberg,10,0.001,9,10,7.658333333333334,2.6666666666666665
1680,2005,2005-09-10,980,Gotland,1,0.0001,9,10,15.771698113207547,3.2830188679245285
1681,2005,2005-09-10,1882,Askersund,4000,0.4,9,10,8.577777777777778,3.0
1682,2005,2005-09-10,163,Sollentuna,1,0.0001,9,10,12.6,3.0
1683,2005,2005-09-11,126,Huddinge,1,0.0001,9,11,10.2,3.0
1684,2005,2005-09-11,126,Huddinge,1,0.0001,9,11,10.2,3.0
1685,2005,2005-09-11,2161,Ljusdal,12000,1.2,9,11,12.642553191489363,3.021276595744681
1686,2005,2005-09-11,2404,Vindeln,100,0.01,9,11,10.716666666666667,2.9583333333333335
1687,2005,2005-09-12,180,Stockholm,2,0.0002,9,12,2.5999999999999996,2.0
1688,2005,2005-09-12,2303,Ragunda,50,0.005,9,12,10.759090909090908,3.0
1689,2005,2005-09-12,2482,Skellefteå,10000,1.0,9,12,8.098461538461539,2.523076923076923
1690,2005,2005-09-12,583,Motala,60,0.006,9,12,13.258333333333333,3.0
1691,2005,2005-09-13,488,Trosa,20,0.002,9,13,11.55,3.0
1692,2005,2005-09-15,484,Eskilstuna,2000,0.2,9,15,4.55,2.1666666666666665
1693,2005,2005-09-16,1290,Kristianstad,100,0.01,9,16,15.292307692307693,3.0
1694,2005,2005-09-16,2183,Bollnäs,160,0.016,9,16,13.366666666666667,3.2
1695,2005,2005-09-17,1765,Årjäng,100,0.01,9,17,10.51764705882353,3.0
1696,2005,2005-09-17,1765,Årjäng,100,0.01,9,17,10.51764705882353,3.0
1697,2005,2005-09-17,1882,Askersund,400,0.04,9,17,10.2,3.0
1698,2005,2005-09-17,120,Värmdö,100,0.01,9,17,5.0125,1.75
1699,2005,2005-09-17,120,Värmdö,30,0.003,9,17,5.0125,1.75
1700,2005,2005-09-17,562,Finspång,500,0.05,9,17,16.211111111111112,3.4444444444444446
1701,2005,2005-09-17,484,Eskilstuna,800,0.08,9,17,16.925,3.5833333333333335
1702,2005,2005-09-17,484,Eskilstuna,1,0.0001,9,17,16.925,3.5833333333333335
1703,2005,2005-09-17,2121,Ovanåker,4,0.0004,9,17,9.052941176470588,2.9411764705882355
1704,2005,2005-09-17,2184,Hudiksvall,10000,1.0,9,17,9.872,2.88
1705,2005,2005-09-18,1763,Forshaga,10,0.001,9,18,11.0,3.0
1706,2005,2005-09-18,486,Strängnäs,2,0.0002,9,18,15.271428571428572,3.0
1707,2005,2005-09-19,1980,Västerås,6,0.0006,9,19,14.47777777777778,3.0
1708,2005,2005-09-19,562,Finspång,100,0.01,9,19,12.722222222222221,3.0
1709,2005,2005-09-19,881,Nybro,20,0.002,9,19,15.675,3.125
1710,2005,2005-09-19,1231,Burlöv,1,0.0001,9,19,6.4,2.0
1711,2005,2005-09-20,115,Vallentuna,1,0.0001,9,20,20.625,4.0
1712,2005,2005-09-21,1780,Karlstad,2,0.0002,9,21,8.169230769230769,2.8461538461538463
1713,2005,2005-09-21,1860,Laxå,1000,0.1,9,21,9.183333333333334,3.0
1714,2005,2005-09-21,381,Enköping,150,0.015,9,21,15.233333333333333,3.0
1715,2005,2005-09-22,1765,Årjäng,3000,0.3,9,22,10.211764705882352,2.9411764705882355
1716,2005,2005-09-22,188,Norrtälje,150,0.015,9,22,14.48695652173913,3.260869565217391
1717,2005,2005-09-22,125,Ekerö,20,0.002,9,22,16.175,3.5
1718,2005,2005-09-22,581,Norrköping,10,0.001,9,22,13.96875,3.0
1719,2005,2005-09-22,862,Emmaboda,45,0.0045,9,22,12.4,3.0
1720,2005,2005-09-22,1763,Forshaga,10,0.001,9,22,10.95,3.0
1721,2005,2005-09-23,1882,Askersund,8000,0.8,9,23,10.866666666666667,3.0
1722,2005,2005-09-23,1980,Västerås,10,0.001,9,23,16.211111111111112,3.2222222222222223
1723,2005,2005-09-24,127,Botkyrka,10,0.001,9,24,16.6,3.0
1724,2005,2005-09-24,127,Botkyrka,3,0.0003,9,24,16.6,3.0
1725,2005,2005-09-24,127,Botkyrka,2,0.0002,9,24,16.6,3.0
1726,2005,2005-09-24,1880,Örebro,10,0.001,9,24,15.392857142857142,3.357142857142857
1727,2005,2005-09-24,1882,Askersund,30,0.003,9,24,12.211111111111112,3.0
1728,2005,2005-09-24,180,Stockholm,5,0.0005,9,24,21.1,4.0
1729,2005,2005-09-24,1763,Forshaga,10,0.001,9,24,11.149999999999999,3.0
1730,2005,2005-09-24,683,Värnamo,500,0.05,9,24,11.145454545454545,3.0
1731,2005,2005-09-25,125,Ekerö,15,0.0015,9,25,15.725,3.25
1732,2005,2005-09-25,125,Ekerö,4,0.0004,9,25,15.725,3.25
1733,2005,2005-09-25,1446,Karlsborg,10,0.001,9,25,13.600000000000001,3.0
1734,2005,2005-09-25,1765,Årjäng,625,0.0625,9,25,7.270588235294118,2.5294117647058822
1735,2005,2005-09-25,1081,Ronneby,600,0.06,9,25,15.6875,3.5
1736,2005,2005-09-25,180,Stockholm,10,0.001,9,25,17.700000000000003,3.5
1737,2005,2005-09-25,127,Botkyrka,3,0.0003,9,25,12.8,3.0
1738,2005,2005-09-25,562,Finspång,8,0.0008,9,25,16.966666666666665,3.4444444444444446
1739,2005,2005-09-25,1460,Bengtsfors,50,0.005,9,25,8.477777777777778,2.888888888888889
1740,2005,2005-09-27,1860,Laxå,1500,0.15,9,27,14.85,3.1666666666666665
1741,2005,2005-09-27,2062,Mora,2,0.0002,9,27,7.233333333333333,2.6666666666666665
1742,2005,2005-09-29,1283,Helsingborg,50,0.005,9,29,4.9,2.0
1743,2005,2005-09-29,2422,Sorsele,20,0.002,9,29,0.8956521739130434,1.1884057971014492
1744,2005,2005-09-29,2281,Sundsvall,1,0.0001,9,29,9.903030303030304,2.5454545454545454
1745,2005,2005-09-29,2518,Övertorneå,16,0.0016,9,29,0.13333333333333333,1.0
1746,2005,2005-09-30,1763,Forshaga,10,0.001,9,30,7.15,2.5
1747,2005,2005-09-30,125,Ekerö,20,0.002,9,30,6.625,2.25
1748,2005,2005-09-30,2182,Söderhamn,500,0.05,9,30,14.491666666666667,3.25
1749,2006,2006-04-05,1489,Alingsås,1,0.0001,4,5,0.0,1.0
1750,2006,2006-04-09,180,Stockholm,1,0.0001,4,9,0.7,1.0
1751,2006,2006-04-12,1980,Västerås,1,0.0001,4,12,0.18888888888888888,1.1111111111111112
1752,2006,2006-04-12,126,Huddinge,5,0.0005,4,12,4.2,2.0
1753,2006,2006-04-16,1480,Göteborg,2,0.0002,4,16,0.5599999999999999,1.0
1754,2006,2006-04-22,188,Norrtälje,800,0.08,4,22,0.6391304347826087,1.0869565217391304
1755,2006,2006-04-22,1282,Landskrona,100,0.01,4,22,4.533333333333334,2.0
1756,2006,2006-05-01,127,Botkyrka,2,0.0002,5,1,9.5,3.0
1757,2006,2006-05-01,140,Nykvarn,10,0.001,5,1,11.033333333333333,3.0
1758,2006,2006-05-05,1380,Halmstad,4000,0.4,5,5,18.55,3.8
1759,2006,2006-05-05,181,Södertälje,3500,0.35,5,5,11.959999999999999,2.8
1760,2006,2006-05-05,1287,Trelleborg,10,0.001,5,5,12.84,3.2
1761,2006,2006-05-05,1480,Göteborg,4,0.0004,5,5,12.42,2.8
1762,2006,2006-05-05,1883,Karlskoga,100,0.01,5,5,8.1,3.0
1763,2006,2006-05-06,1080,Karlskrona,1,0.0001,5,6,11.63076923076923,3.1538461538461537
1764,2006,2006-05-06,2584,Kiruna,100,0.01,5,6,2.334020618556701,1.5721649484536082
1765,2006,2006-05-06,2505,Arvidsjaur,1000,0.1,5,6,9.322448979591837,2.5918367346938775
1766,2006,2006-05-06,683,Värnamo,200,0.02,5,6,15.636363636363637,3.090909090909091
1767,2006,2006-05-06,1402,Partille,200,0.02,5,6,19.0,4.0
1768,2006,2006-05-06,1480,Göteborg,100,0.01,5,6,13.62,3.2
1769,2006,2006-05-06,1480,Göteborg,50,0.005,5,6,13.62,3.2
1770,2006,2006-05-06,1383,Varberg,20,0.002,5,6,13.525,3.0
1771,2006,2006-05-07,1463,Mark,500,0.05,5,7,17.385714285714286,3.2857142857142856
1772,2006,2006-05-07,1080,Karlskrona,10,0.001,5,7,13.93846153846154,3.3076923076923075
1773,2006,2006-05-07,1266,Hörby,10,0.001,5,7,19.400000000000002,4.0
1774,2006,2006-05-07,2581,Piteå,100,0.01,5,7,8.715151515151517,2.6363636363636362
1775,2006,2006-05-08,188,Norrtälje,250,0.025,5,8,11.691304347826087,2.8260869565217392
1776,2006,2006-05-08,180,Stockholm,20,0.002,5,8,20.95,4.5
1777,2006,2006-05-08,1480,Göteborg,20,0.002,5,8,22.3,4.6
1778,2006,2006-05-09,2180,Gävle,2,0.0002,5,9,15.887500000000001,3.5
1779,2006,2006-05-09,2582,Boden,50,0.005,5,9,12.322222222222223,3.0
1780,2006,2006-05-09,188,Norrtälje,900,0.09,5,9,19.48695652173913,4.130434782608695
1781,2006,2006-05-10,765,Älmhult,3000,0.3,5,10,24.085714285714285,5.0
1782,2006,2006-05-10,2521,Pajala,40000,4.0,5,10,10.721333333333334,2.8666666666666667
1783,2006,2006-05-10,682,Nässjö,10,0.001,5,10,19.788888888888888,4.0
1784,2006,2006-05-11,1494,Lidköping,300,0.03,5,11,8.940000000000001,2.6
1785,2006,2006-05-11,1490,Borås,50,0.005,5,11,20.88888888888889,4.333333333333333
1786,2006,2006-05-13,2080,Falun,400,0.04,5,13,2.1578947368421053,1.9473684210526316
1787,2006,2006-05-13,1480,Göteborg,2,0.0002,5,13,13.040000000000001,3.0
1788,2006,2006-05-13,2182,Söderhamn,1,0.0001,5,13,0.1416666666666667,1.0
1789,2006,2006-05-14,1480,Göteborg,10,0.001,5,14,21.18,4.2
1790,2006,2006-05-14,1480,Göteborg,4,0.0004,5,14,21.18,4.2
1791,2006,2006-05-14,180,Stockholm,2,0.0002,5,14,23.4,4.5
1792,2006,2006-05-14,1286,Ystad,150000,15.0,5,14,25.814285714285713,5.142857142857143
1793,2006,2006-05-15,127,Botkyrka,2,0.0002,5,15,25.8,5.0
1794,2006,2006-05-15,191,Sigtuna,1,0.0001,5,15,23.900000000000002,5.0
1795,2006,2006-05-16,180,Stockholm,50,0.005,5,16,22.549999999999997,5.0
1796,2006,2006-05-16,163,Sollentuna,20,0.002,5,16,21.1,4.0
1797,2006,2006-05-16,480,Nyköping,1,0.0001,5,16,13.708333333333334,2.8333333333333335
1798,2006,2006-05-17,127,Botkyrka,1,0.0001,5,17,22.8,5.0
1799,2006,2006-05-17,1441,Lerum,1,0.0001,5,17,0.7,1.0
1800,2006,2006-05-17,180,Stockholm,2,0.0002,5,17,28.35,5.5
1801,2006,2006-05-17,180,Stockholm,5,0.0005,5,17,28.35,5.5
1802,2006,2006-05-22,2523,Gällivare,10000,1.0,5,22,6.123741007194245,2.172661870503597
1803,2006,2006-05-22,2521,Pajala,5000,0.5,5,22,6.973333333333334,2.6266666666666665
1804,2006,2006-05-23,117,Österåker,2,0.0002,5,23,0.5199999999999999,1.0
1805,2006,2006-05-27,980,Gotland,2500,0.25,5,27,4.3698113207547165,1.8679245283018868
1806,2006,2006-05-28,127,Botkyrka,2,0.0002,5,28,0.6,1.0
1807,2006,2006-05-29,136,Haninge,1,0.0001,5,29,3.5888888888888886,2.0
1808,2006,2006-06-02,2061,Smedjebacken,20,0.002,6,2,5.777777777777778,2.111111111111111
1809,2006,2006-06-04,1880,Örebro,20,0.002,6,4,11.35,3.0
1810,2006,2006-06-04,760,Uppvidinge,10,0.001,6,4,0.5818181818181818,1.0
1811,2006,2006-06-07,2282,Kramfors,9000,0.9,6,7,7.88,2.75
1812,2006,2006-06-08,381,Enköping,2,0.0002,6,8,13.477777777777778,3.0
1813,2006,2006-06-08,2580,Luleå,10000,1.0,6,8,10.167857142857143,2.5714285714285716
1814,2006,2006-06-08,680,Jönköping,20000,2.0,6,8,10.257142857142856,2.857142857142857
