Date,index,Municipality,FWI,FWI_index
2002-04-03,102757,1214,17.8,4.0
2002-04-03,102769,1267,17.1,4.0
2002-04-03,102773,1275,17.0,4.0
2002-04-03,102774,1276,17.45,4.0
2002-04-03,102775,1277,17.1,4.0
2002-04-09,104443,1267,19.1,4.0
2002-04-09,104447,1275,18.3,4.0
2002-04-09,104456,1285,18.525,4.0
2002-04-09,104462,1293,18.25,4.0
2002-04-10,104710,1214,17.5,4.0
2002-04-10,104711,1230,17.3,4.0
2002-04-10,104722,1267,18.2,4.0
2002-04-10,104726,1275,18.2,4.0
2002-04-10,104735,1285,18.1,4.0
2002-04-11,104968,767,18.575,4.0
2002-04-11,104984,1060,18.099999999999998,4.0
2002-04-11,104989,1214,18.46666666666667,4.0
2002-04-11,104990,1230,18.4,4.0
2002-04-11,104991,1231,18.8,4.0
2002-04-11,104993,1256,18.580000000000002,4.0
2002-04-11,104994,1257,18.35,4.0
2002-04-11,104995,1260,17.65,4.0
2002-04-11,105001,1267,18.3,4.0
2002-04-11,105004,1273,18.2,4.0
2002-04-11,105005,1275,19.1,4.0
2002-04-11,105006,1276,18.45,4.0
2002-04-11,105007,1277,18.1,4.0
2002-04-11,105014,1285,18.125,4.0
2002-04-11,105019,1292,18.133333333333333,4.0
2002-04-11,105020,1293,18.5,4.0
2002-04-12,105187,126,17.9,4.0
2002-04-12,105188,127,17.5,4.0
2002-04-12,105189,128,18.8,4.0
2002-04-12,105192,140,17.633333333333333,4.0
2002-04-12,105193,163,18.6,4.0
2002-04-12,105194,180,18.549999999999997,4.0
2002-04-12,105199,191,18.2,4.0
2002-04-15,106025,127,17.1,4.0
2002-04-15,106026,128,17.3,4.0
2002-04-21,107694,115,18.45,4.0
2002-04-21,107697,125,19.475,4.0
2002-04-21,107698,126,20.7,4.0
2002-04-21,107699,127,17.5,4.0
2002-04-21,107700,128,19.2,4.0
2002-04-21,107702,139,18.366666666666667,4.0
2002-04-21,107703,140,19.166666666666668,4.0
2002-04-21,107704,163,19.3,4.0
2002-04-21,107705,180,20.2,4.0
2002-04-21,107707,182,19.1,4.0
2002-04-21,107708,187,18.65,4.0
2002-04-21,107710,191,18.5,4.0
2002-04-21,107712,305,17.85,4.0
2002-04-21,107715,380,18.157894736842106,4.0
2002-04-21,107722,482,19.425,4.0
2002-04-21,107895,1907,17.666666666666668,4.0
2002-04-21,107897,1961,18.9,4.0
2002-04-22,107973,115,23.65,5.0
2002-04-22,107974,117,19.42,4.2
2002-04-22,107976,125,25.725,5.0
2002-04-22,107977,126,27.3,5.0
2002-04-22,107978,127,24.4,5.0
2002-04-22,107979,128,26.1,5.0
2002-04-22,107981,139,24.2,5.0
2002-04-22,107982,140,26.066666666666666,5.0
2002-04-22,107983,163,24.8,5.0
2002-04-22,107984,180,26.1,5.0
2002-04-22,107985,181,21.56,4.4
2002-04-22,107986,182,23.9,5.0
2002-04-22,107987,187,23.45,5.0
2002-04-22,107988,188,19.804347826086957,4.217391304347826
2002-04-22,107989,191,24.400000000000002,5.0
2002-04-22,107991,305,23.95,5.0
2002-04-22,107992,319,23.233333333333334,4.666666666666667
2002-04-22,107994,380,24.205263157894734,5.0
2002-04-22,107995,381,23.422222222222224,5.0
2002-04-22,107997,428,20.625,4.0
2002-04-22,107998,461,26.975,5.5
2002-04-22,107999,480,21.133333333333333,4.166666666666667
2002-04-22,108000,481,17.4,4.0
2002-04-22,108001,482,26.4625,5.0
2002-04-22,108002,483,25.36,4.9
2002-04-22,108003,484,23.383333333333336,4.75
2002-04-22,108004,486,24.74285714285714,5.0
2002-04-22,108008,513,23.169999999999998,4.7
2002-04-22,108010,561,26.5,5.0
2002-04-22,108011,562,21.566666666666666,4.333333333333333
2002-04-22,108012,563,19.9375,4.0
2002-04-22,108013,580,21.825,4.416666666666667
2002-04-22,108014,581,24.6,4.8125
2002-04-22,108015,582,24.52857142857143,4.714285714285714
2002-04-22,108019,604,18.400000000000002,4.0
2002-04-22,108020,617,20.925,4.0
2002-04-22,108021,642,19.799999999999997,4.0
2002-04-22,108022,643,20.975,4.0
2002-04-22,108023,662,20.19,4.0
2002-04-22,108024,665,20.425,4.0
2002-04-22,108029,685,17.623076923076923,4.0
2002-04-22,108030,686,18.95,4.0
2002-04-22,108031,687,17.674999999999997,4.0
2002-04-22,108032,760,17.854545454545455,4.0
2002-04-22,108033,761,18.3,4.0
2002-04-22,108045,862,20.37142857142857,4.0
2002-04-22,108047,881,20.4875,4.125
2002-04-22,108050,884,22.619999999999997,4.7
2002-04-22,108090,1315,18.1375,4.0
2002-04-22,108097,1402,17.6,4.0
2002-04-22,108107,1440,20.95,4.0
2002-04-22,108108,1441,20.95,4.0
2002-04-22,108109,1442,21.95,4.5
2002-04-22,108110,1443,20.4,4.0
2002-04-22,108111,1444,17.950000000000003,4.0
2002-04-22,108112,1445,21.5,4.5
2002-04-22,108113,1446,20.025,4.0
2002-04-22,108115,1452,19.4375,4.0
2002-04-22,108120,1465,19.5,4.0
2002-04-22,108121,1466,20.833333333333332,4.0
2002-04-22,108122,1470,22.3,4.714285714285714
2002-04-22,108124,1472,22.5,5.0
2002-04-22,108125,1473,19.74285714285714,4.142857142857143
2002-04-22,108133,1488,19.8,4.0
2002-04-22,108134,1489,21.28,4.0
2002-04-22,108135,1490,19.27777777777778,4.0
2002-04-22,108136,1491,18.525,4.0
2002-04-22,108140,1495,23.933333333333334,5.0
2002-04-22,108141,1496,22.714285714285715,5.0
2002-04-22,108142,1497,20.9,4.25
2002-04-22,108143,1498,21.34,4.0
2002-04-22,108144,1499,21.385714285714283,4.285714285714286
2002-04-22,108145,1715,17.700000000000003,4.0
2002-04-22,108161,1814,20.45,4.0
2002-04-22,108162,1860,20.433333333333334,4.166666666666667
2002-04-22,108163,1861,19.375,4.0
2002-04-22,108167,1880,18.964285714285715,4.0
2002-04-22,108168,1881,19.5,4.0
2002-04-22,108174,1907,22.933333333333334,4.666666666666667
2002-04-22,108175,1960,23.85,5.0
2002-04-22,108176,1961,25.8,5.0
2002-04-22,108177,1962,19.15,4.0
2002-04-22,108178,1980,24.166666666666668,5.0
2002-04-22,108179,1981,21.4,4.3
2002-04-22,108180,1982,19.6,4.0
2002-04-22,108181,1983,22.5,4.666666666666667
2002-04-22,108182,1984,18.65,4.0
2002-04-22,108195,2083,18.7375,4.0
2002-04-22,108196,2084,19.433333333333334,4.0
2002-04-22,108199,2104,19.6,4.0
2002-04-22,108203,2180,19.025,4.0625
2002-04-22,108204,2181,20.35,4.0
2002-04-25,108816,128,19.0,4.0
2002-04-25,108819,140,19.333333333333332,4.0
2002-04-25,108820,163,17.4,4.0
2002-04-25,108821,180,17.700000000000003,4.0
2002-04-25,108826,191,17.900000000000002,4.0
2002-04-25,108828,305,18.200000000000003,4.0
2002-04-25,108835,461,20.575,4.0
2002-04-25,108838,482,18.6875,4.0
2002-04-25,108847,561,18.783333333333335,4.0
2002-04-25,108877,821,19.8,4.0
2002-04-25,108880,860,19.81,4.0
2002-04-25,108884,881,20.1,4.0
2002-04-25,108887,884,20.16,4.0
2002-04-25,109011,1907,17.833333333333332,4.0
2002-04-25,109013,1961,18.9,4.0
2002-04-26,109161,862,18.599999999999998,4.0
2002-04-26,109163,881,19.1375,4.0
2002-05-09,112790,881,19.075,4.0
2002-05-10,113055,761,18.8,4.0
2002-05-10,113056,763,18.87,4.0
2002-05-10,113058,765,19.61428571428571,4.0
2002-05-10,113059,767,20.05,4.0
2002-05-10,113061,781,19.264705882352942,4.0
2002-05-10,113063,834,20.45,4.0
2002-05-10,113067,862,20.857142857142858,4.142857142857143
2002-05-10,113068,880,19.727272727272727,4.0
2002-05-10,113069,881,21.8375,4.5
2002-05-10,113075,1060,19.266666666666666,4.0
2002-05-10,113080,1214,20.633333333333333,4.0
2002-05-10,113082,1231,17.7,4.0
2002-05-10,113084,1256,22.259999999999998,4.6
2002-05-10,113085,1257,20.85,4.0
2002-05-10,113086,1260,21.1,4.0
2002-05-10,113087,1261,19.85,4.0
2002-05-10,113092,1267,20.7,4.0
