Date,index,Municipality,FWI,FWI_index
2018-04-12,959275,1277,18.2,4.0
2018-04-13,959551,1272,19.6,4.0
2018-04-13,959555,1277,20.0,4.0
2018-04-13,959576,1402,17.9,4.0
2018-04-13,959578,1419,19.55,4.0
2018-04-13,959605,1481,18.4,4.0
2018-04-20,961515,1277,17.4,4.0
2018-04-21,961694,126,21.2,4.0
2018-04-21,961695,127,19.7,4.0
2018-04-21,961696,128,21.6,4.0
2018-04-21,961699,140,18.866666666666664,4.0
2018-04-21,961700,163,19.7,4.0
2018-04-21,961701,180,23.25,4.5
2018-04-21,961703,182,18.9,4.0
2018-04-21,961706,191,17.833333333333332,4.0
2018-04-21,961710,330,17.633333333333336,4.0
2018-04-21,961726,512,19.216666666666665,4.0
2018-04-21,961727,513,22.89,4.9
2018-04-21,961728,560,20.566666666666666,4.166666666666667
2018-04-21,961729,561,20.416666666666668,4.0
2018-04-21,961732,580,21.616666666666664,4.5
2018-04-21,961737,586,22.580000000000002,4.6
2018-04-21,961739,617,18.4,4.0
2018-04-21,961746,683,19.054545454545455,4.0
2018-04-21,961749,686,18.5,4.0
2018-04-21,961750,687,19.325,4.0
2018-04-21,961753,763,19.14,4.0
2018-04-21,961754,764,18.675,4.0
2018-04-21,961759,821,23.228571428571428,4.714285714285714
2018-04-21,961762,860,22.19,4.3
2018-04-21,961763,861,21.483333333333334,4.333333333333333
2018-04-21,961767,882,18.936363636363637,4.0
2018-04-21,961769,884,20.53,4.1
2018-04-21,961772,1060,19.633333333333333,4.0
2018-04-21,961775,1082,19.316666666666666,4.0
2018-04-21,961776,1083,19.933333333333334,4.333333333333333
2018-04-21,961777,1214,20.266666666666666,4.333333333333333
2018-04-21,961778,1230,19.4,4.0
2018-04-21,961779,1231,18.4,4.0
2018-04-21,961781,1256,20.119999999999997,4.2
2018-04-21,961783,1260,19.0,4.0
2018-04-21,961785,1263,18.15,4.0
2018-04-21,961791,1272,23.5,5.0
2018-04-21,961792,1273,18.06,4.0
2018-04-21,961795,1277,22.7,5.0
2018-04-21,961798,1281,20.0,4.25
2018-04-21,961802,1285,20.25,4.0
2018-04-21,961805,1290,20.307692307692307,4.153846153846154
2018-04-21,961842,1472,19.700000000000003,4.0
2018-04-21,961859,1496,19.514285714285712,4.0
2018-04-21,961893,1960,19.4,4.0
2018-04-21,961894,1961,20.4,4.0
2018-04-23,962338,1230,21.5,4.0
2018-04-23,962339,1231,18.4,4.0
2018-04-23,962358,1281,18.125,4.0
2018-04-30,964311,1272,18.0,4.0
2018-04-30,964314,1276,18.125,4.0
2018-04-30,964315,1277,28.9,6.0
2018-04-30,964327,1292,19.366666666666667,4.0
2018-05-07,966252,1060,18.633333333333333,4.0
2018-05-07,966265,1263,18.7,4.0
2018-05-07,966271,1272,17.6,4.0
2018-05-07,966373,1960,18.75,4.0
2018-05-07,966374,1961,20.4,4.0
2018-05-08,966513,763,22.130000000000003,4.6
2018-05-08,966515,765,24.02857142857143,4.857142857142857
2018-05-08,966516,767,22.599999999999998,4.75
2018-05-08,966519,821,20.442857142857143,4.142857142857143
2018-05-08,966520,834,19.825,4.5
2018-05-08,966523,861,17.633333333333333,4.0
2018-05-08,966524,862,21.157142857142855,4.571428571428571
2018-05-08,966526,881,21.8125,4.625
2018-05-08,966532,1060,23.933333333333334,5.0
2018-05-08,966534,1081,18.2625,4.0
2018-05-08,966537,1214,23.03333333333333,4.333333333333333
2018-05-08,966538,1230,25.5,5.0
2018-05-08,966539,1231,25.6,5.0
2018-05-08,966541,1256,24.98,5.2
2018-05-08,966542,1257,22.4,4.5
2018-05-08,966543,1260,23.85,4.5
2018-05-08,966544,1261,23.6,5.0
2018-05-08,966545,1263,23.3,5.0
2018-05-08,966547,1265,19.36,4.0
2018-05-08,966549,1267,19.8,4.0
2018-05-08,966551,1272,18.1,4.0
2018-05-08,966552,1273,25.48,5.0
2018-05-08,966553,1275,18.9,4.0
2018-05-08,966554,1276,21.975,4.25
2018-05-08,966555,1277,27.1,5.0
2018-05-08,966557,1280,21.433333333333337,4.333333333333333
2018-05-08,966558,1281,23.05,4.5
2018-05-08,966560,1283,19.5,4.0
2018-05-08,966561,1284,19.64,4.2
2018-05-08,966562,1285,24.775,4.75
2018-05-08,966567,1292,23.433333333333334,4.666666666666667
2018-05-08,966568,1293,22.474999999999998,4.583333333333333
2018-05-08,966571,1381,22.425,4.75
2018-05-08,966602,1472,17.15,4.0
2018-05-09,966734,126,19.9,4.0
2018-05-09,966740,163,22.0,5.0
2018-05-09,966741,180,21.75,4.5
2018-05-09,966744,187,18.15,4.0
2018-05-09,966746,191,19.333333333333332,4.0
2018-05-09,966750,330,20.033333333333335,4.0
2018-05-09,966756,428,20.975,4.25
2018-05-09,966760,482,19.25,4.125
2018-05-09,966761,483,20.79,4.3
2018-05-09,966766,512,21.116666666666667,4.333333333333333
2018-05-09,966767,513,23.07,4.8
2018-05-09,966768,560,21.133333333333333,4.166666666666667
2018-05-09,966769,561,21.95,4.5
2018-05-09,966777,586,19.86,4.0
2018-05-09,966778,604,19.400000000000002,4.0
2018-05-09,966779,617,23.425,4.75
2018-05-09,966780,642,18.200000000000003,4.0
2018-05-09,966782,662,21.71,4.3
2018-05-09,966783,665,21.4375,4.375
2018-05-09,966785,682,18.333333333333332,4.0
2018-05-09,966786,683,23.081818181818182,4.7272727272727275
2018-05-09,966787,684,19.916666666666668,4.0
2018-05-09,966788,685,21.700000000000003,4.461538461538462
2018-05-09,966789,686,20.1,4.125
2018-05-09,966790,687,20.3,4.0
2018-05-09,966791,760,22.763636363636365,4.636363636363637
2018-05-09,966792,761,28.1,5.5
2018-05-09,966793,763,32.160000000000004,6.0
2018-05-09,966794,764,27.7875,5.5
2018-05-09,966795,765,29.442857142857143,6.0
2018-05-09,966796,767,26.7,5.25
2018-05-09,966797,780,26.342857142857145,5.285714285714286
2018-05-09,966798,781,25.158823529411762,5.0
2018-05-09,966799,821,27.442857142857143,5.285714285714286
2018-05-09,966800,834,22.1,4.75
2018-05-09,966802,860,26.410000000000004,5.3
2018-05-09,966803,861,18.400000000000002,4.166666666666667
2018-05-09,966804,862,29.071428571428573,5.714285714285714
2018-05-09,966805,880,20.7,4.090909090909091
2018-05-09,966806,881,26.1875,5.0
2018-05-09,966809,884,22.14,4.4
2018-05-09,966812,1060,31.8,6.0
2018-05-09,966813,1080,20.172727272727272,4.363636363636363
2018-05-09,966814,1081,27.1125,5.375
2018-05-09,966815,1082,24.833333333333332,5.0
2018-05-09,966816,1083,19.333333333333332,4.333333333333333
2018-05-09,966817,1214,30.7,6.0
2018-05-09,966818,1230,30.4,6.0
2018-05-09,966819,1231,30.7,6.0
2018-05-09,966821,1256,30.48,6.0
2018-05-09,966822,1257,26.85,5.0
2018-05-09,966823,1260,32.4,6.0
2018-05-09,966824,1261,29.3,6.0
2018-05-09,966825,1263,29.549999999999997,6.0
2018-05-09,966826,1264,16.65,4.0
2018-05-09,966827,1265,25.839999999999996,5.2
2018-05-09,966828,1266,22.3,4.333333333333333
2018-05-09,966829,1267,25.6,5.0
2018-05-09,966830,1270,20.1,4.0
2018-05-09,966831,1272,24.7,5.0
2018-05-09,966832,1273,30.76,5.8
2018-05-09,966833,1275,24.3,5.0
2018-05-09,966834,1276,27.3,5.25
2018-05-09,966835,1277,37.9,6.0
2018-05-09,966836,1278,24.6,4.75
2018-05-09,966837,1280,26.5,5.333333333333333
2018-05-09,966838,1281,29.4,5.75
2018-05-09,966839,1282,22.266666666666666,4.666666666666667
2018-05-09,966840,1283,24.299999999999997,5.0
2018-05-09,966841,1284,22.56,4.8
2018-05-09,966842,1285,31.35,5.75
2018-05-09,966845,1290,19.584615384615383,4.3076923076923075
2018-05-09,966847,1292,29.46666666666667,5.333333333333333
2018-05-09,966848,1293,26.59166666666667,5.166666666666667
2018-05-09,966849,1315,21.95,4.625
2018-05-09,966850,1380,24.54,4.8
2018-05-09,966851,1381,28.5875,5.75
2018-05-09,966852,1382,22.17,4.4
2018-05-09,966853,1383,18.625,4.0
2018-05-09,966865,1440,17.85,4.0
2018-05-09,966866,1441,19.5,4.0
2018-05-09,966867,1442,20.5,4.0
2018-05-09,966868,1443,17.2,4.0
2018-05-09,966869,1444,21.15,4.0
